ID;QUERY;CAT;DIFFICULTY;INT-ID;REL;EQV;COMMENT;;;;;;;;
ysqle-trec-2012-77-1;dehumidifier any good uk;ConQ;1;0;3;;;dehumidifier;any good;https://en.wikipedia.org/wiki/United_Kingdom;;;;;
ysqle-trec-2012-74-0;dehumidifier comparison;ConQ;1;0;3;;;dehumidifier;comparison;;;;;;
ysqle-trec-2012-75-0;dehumidifier comparison ratings;ConQ;1;0;3;;;dehumidifier;comparison;rating;;;;;
ysqle-trec-2012-75-1;dehumidifier comparison ratings uk;ConQ;1;0;3;;;dehumidifier;comparison;rating;https://en.wikipedia.org/wiki/United_Kingdom;;;;
ysqle-trec-2012-74-1;dehumidifier comparison uk;ConQ;1;0;3;;;dehumidifier;comparison;https://en.wikipedia.org/wiki/United_Kingdom;;;;;
ysqle-trec-2012-74-2;dehumidifier comparison which;ConQ;1;0;3;;;dehumidifier;comparison;which;;;;;
ysqle-trec-2012-71-0;dehumidifiers;CatQ, SolEnQ;5;0;3;;;dehumidifiers;;;;;;;
ysqle-trec-2012-73-1;dehumidifiers timer frost-free;CatQ, SolEnQ;5;0;3;;;dehumidifiers;timer;frost-free;;;;;
ysqle-trec-2011-28-1;derivation of nickname;ConQ;1;0;3;;;derivation;of;nickname;;;;;
erd14-TREC-16;designer dog breeds;ConQ;1;0;3;;;designer dog breeds;;;;;;;
ysqle-trec-2012-8-0;designer dogs;ConQ;1;0;3;;;designer dogs;;;;;;;
ysqle-trec-2012-9-1;designer dogs crossbreeds;ConQ;1;0;3;;;designer dogs;crossbreeds;;;;;;
ysqle-trec-2012-8-1;designer dogs types;ConQ;1;0;3;;;designer dogs types;;;;;;;
ysqle-trec-2010-3-0;diabetes education videos books;CatQ, SolEnQ;5;0;3;;;diabetes;education videos;books;;;;;
esdbpediav2-SemSearch_LS-10;did nicole kidman have any siblings;QQ;1;0;3;;;did;https://en.wikipedia.org/wiki/Nicole_Kidman;have any;siblings;;;;
ysqle-trec-2010-53-1;digital cameras gps;CatQ, SolEnQ;5;0;3;;;digital cameras;https://en.wikipedia.org/wiki/Global_Positioning_System;;;;;;
esdbpediav2-INEX_LD-20120522;digital music notation formats;CatQ, SolEnQ;5;0;3;;;digital;music notation;formats;;;;;
ysqle-trec-2010-138-0;dinosaurs;ConQ, LQ;2;0;3;;;dinosaurs;;;;;;;
ysqle-trec-2010-138-0;dinosaurs;ConQ, LQ;2;1;2;;;https://en.wikipedia.org/wiki/Dinosaurs_(short_story);;;;;;;
ysqle-trec-2010-138-0;dinosaurs;ConQ, LQ;2;2;2;;;https://en.wikipedia.org/wiki/Dinosaurs_(book);;;;;;;
ysqle-trec-2010-138-0;dinosaurs;ConQ, LQ;2;3;2;;;https://en.wikipedia.org/wiki/Dinosaurs_(anthology);;;;;;;
ysqle-trec-2010-138-0;dinosaurs;ConQ, LQ;2;4;2;;;https://en.wikipedia.org/wiki/The_Dinosaurs;;;;;;;
ysqle-trec-2010-138-0;dinosaurs;ConQ, LQ;2;5;2;;;https://en.wikipedia.org/wiki/Dinosaurs!_%E2%80%93_A_Fun-Filled_Trip_Back_in_Time!;;;;;;;
ysqle-trec-2010-138-0;dinosaurs;ConQ, LQ;2;6;2;;;https://en.wikipedia.org/wiki/Dinosaurs_(TV_series);;;;;;;
ysqle-trec-2010-138-0;dinosaurs;ConQ, LQ;2;7;2;;;https://en.wikipedia.org/wiki/The_Dinosaurs!;;;;;;;
ysqle-trec-2010-138-1;dinosaurs pics;ConQ;2;0;3;;;dinosaurs;pics;;;;;;
ysqle-trec-2010-138-1;dinosaurs pics;ConQ;2;1;1;;;https://en.wikipedia.org/wiki/Dinosaurs_(short_story);pics;;;;;;
ysqle-trec-2010-138-1;dinosaurs pics;ConQ;2;2;1;;;https://en.wikipedia.org/wiki/Dinosaurs_(book);pics;;;;;;
ysqle-trec-2010-138-1;dinosaurs pics;ConQ;2;3;1;;;https://en.wikipedia.org/wiki/Dinosaurs_(anthology);pics;;;;;;
ysqle-trec-2010-138-1;dinosaurs pics;ConQ;2;4;3;;;https://en.wikipedia.org/wiki/The_Dinosaurs;pics;;;;;;
ysqle-trec-2010-138-1;dinosaurs pics;ConQ;2;5;3;;;https://en.wikipedia.org/wiki/Dinosaurs!_%E2%80%93_A_Fun-Filled_Trip_Back_in_Time!;pics;;;;;;
ysqle-trec-2010-138-1;dinosaurs pics;ConQ;2;6;3;;;https://en.wikipedia.org/wiki/Dinosaurs_(TV_series);pics;;;;;;
ysqle-trec-2010-138-1;dinosaurs pics;ConQ;2;7;3;;;https://en.wikipedia.org/wiki/The_Dinosaurs!;pics;;;;;;
esdbpediav2-SemSearch_LS-11;dioceses of the church of ireland;CatQ, SolEnQ;3;0;3;1;;dioceses;of the;https://en.wikipedia.org/wiki/Church_of_Ireland;;;;;
esdbpediav2-SemSearch_LS-11;dioceses of the church of ireland;CatQ, SolEnQ;3;1;3;0;;dioceses;of the;church of;https://en.wikipedia.org/wiki/Ireland;;;;
esdbpediav2-INEX_LD-2012318;directed bela glen glenda bride monster plan 9 outer space;ConQ, SolEnQ;3;0;3;;;directed;https://en.wikipedia.org/wiki/Bela_Lugosi;https://en.wikipedia.org/wiki/Glen_or_Glenda;https://en.wikipedia.org/wiki/Bride_of_the_Monster;https://en.wikipedia.org/wiki/Plan_9_from_Outer_Space;;;
ysqle-trec-2010-38-0;djs;CatQ, SolEnQ;5;0;3;;;djs;;;;;;;
ysqle-trec-2010-38-1;djs jobs;CatQ;5;0;3;;;djs;jobs;;;;;;
ysqle-yahoo-101-2;dockers slacks;CatQ, SolEnQ;5;0;3;;;https://en.wikipedia.org/wiki/Dockers;slacks;;;;;;
esdbpediav2-TREC_Entity-11;donors to the home depot foundation;CatQ, SolEnQ;5;0;3;;;donors;to the;https://en.wikipedia.org/wiki/The_Home_Depot;foundation;;;;
ysqle-trec-2011-21-0;dooney and bourke imitations;CatQ, SolEnQ;5;0;3;;;https://en.wikipedia.org/wiki/Dooney_%26_Bourke;imitations;;;;;;
ysqle-trec-2011-21-1;dooney and bourke replicas;CatQ, SolEnQ;5;0;3;;;https://en.wikipedia.org/wiki/Dooney_%26_Bourke;replicas;;;;;;
ysqle-trec-2011-21-2;dooney and bourke replicas makers;CatQ, SolEnQ;5;0;3;;;https://en.wikipedia.org/wiki/Dooney_%26_Bourke;replicas makers;;;;;;
ysqle-trec-2011-20-0;dooney bourke look alike purses;CatQ, SolEnQ;5;0;3;;;https://en.wikipedia.org/wiki/Dooney_%26_Bourke;look alike purses;;;;;;
ysqle-trec-2011-20-2;dooney bourke purses;CatQ, SolEnQ;5;0;3;;;https://en.wikipedia.org/wiki/Dooney_%26_Bourke;purses;;;;;;
ysqle-trec-2013-23-2;dulles hotels;CatQ, SolEnQ;5;0;3;;;https://en.wikipedia.org/wiki/Dulles,_Virginia;hotels;;;;;;
ysqle-yahoo-504-1;ebooks;CatQ, SolEnQ;5;0;3;;;ebooks;;;;;;;
esdbpediav2-INEX_LD-20120521;electronic music genres;CatQ, SolEnQ;5;0;3;;;electronic music genres;;;;;;;
ysqle-trec-2010-29-1;elliptical trainers;CatQ, SolEnQ;5;0;3;;;elliptical trainers;;;;;;;
esdbpediav2-INEX_LD-2012355;england football player highest paid;ConQ, SolEnQ;3;0;3;;;https://en.wikipedia.org/wiki/England;football player;highest paid;;;;;
ysqle-trec-2013-62-5;enjoyable boring getaways;ConQ;1;0;3;;;enjoyable;boring;getaways;;;;;
ysqle-trec-2013-62-4;enjoyable boring road trip;ConQ;2;0;3;;;enjoyable;boring;road trip;;;;;
ysqle-trec-2010-42-1;er episodes;CatQ, SolEnQ;5;0;3;;;https://en.wikipedia.org/wiki/ER_(TV_series);episodes;;;;;;
ysqle-yahoo-18-0;esther phillips music;ConQ;0;0;3;;;https://en.wikipedia.org/wiki/Esther_Phillips;music;;;;;;
esdbpediav2-INEX_XER-133;eu countries;CatQ, SolEnQ;5;0;3;;;https://en.wikipedia.org/wiki/European_Union;countries;;;;;;
ysqle-trec-2010-6-0;euclid trucks;LQ;1;0;3;;;https://en.wikipedia.org/wiki/Euclid_Trucks;;;;;;;
ysqle-trec-2010-6-1;euclid trucks parts;ConQ;1;0;3;;;https://en.wikipedia.org/wiki/Euclid_Trucks;parts;;;;;;
esdbpediav2-INEX_LD-2009111;europe solar power facility;ConQ;1;0;3;;;https://en.wikipedia.org/wiki/Europe;solar power facility;;;;;;
esdbpediav2-INEX_LD-2009111;europe solar power facility;ConQ;1;1;3;;;https://en.wikipedia.org/wiki/European_Union;solar power facility;;;;;;
ysqle-trec-2013-59-1;eurozone crisis leader actions;ConQ;3;0;3;;;https://en.wikipedia.org/wiki/European_debt_crisis;leader;actions;;;;;
ysqle-trec-2013-59-1;eurozone crisis leader actions;ConQ;3;1;3;;Leader of Greece during debt crisis;https://en.wikipedia.org/wiki/Prokopis_Pavlopoulos;actions;;;;;;
ysqle-trec-2013-59-1;eurozone crisis leader actions;ConQ;3;2;3;;Leader of Portugal during debt crisis;https://en.wikipedia.org/wiki/Marcelo_Rebelo_de_Sousa;actions;;;;;;
ysqle-trec-2013-59-1;eurozone crisis leader actions;ConQ;3;3;3;;Leader of Ireland during debt crisis;https://en.wikipedia.org/wiki/Michael_D._Higgins;actions;;;;;;
ysqle-trec-2013-59-1;eurozone crisis leader actions;ConQ;3;4;3;;Leader of Spain during debt crisis;https://en.wikipedia.org/wiki/Jos%C3%A9_Luis_Rodr%C3%ADguez_Zapatero;actions;;;;;;
ysqle-trec-2013-59-1;eurozone crisis leader actions;ConQ;3;5;3;;Leader of Spain during debt crisis;https://en.wikipedia.org/wiki/Mariano_Rajoy;actions;;;;;;
ysqle-trec-2013-59-1;eurozone crisis leader actions;ConQ;3;6;3;;Leader of Cyprus during debt crisis;https://en.wikipedia.org/wiki/Nicos_Anastasiades;actions;;;;;;
ysqle-trec-2013-59-1;eurozone crisis leader actions;ConQ;3;7;3;;Leader of Cyprus during debt crisis;https://en.wikipedia.org/wiki/Demetris_Christofias;actions;;;;;;
ysqle-trec-2011-2-1;event planning college;ConQ, SolEnQ;5;0;3;;;event planning college;;;;;;;
ysqle-trec-2011-2-0;event planning studying college;ConQ, SolEnQ;5;0;3;;;event planning studying college;;;;;;;
ysqle-trec-2010-117-0;f5 tornadoes;CatQ, SolEnQ;5;0;3;;;f5 tornadoes;;;;;;;
esdbpediav2-INEX_LD-2012383;famous computer scientists disappeared at sea;CatQ, SolEnQ;3;0;3;;;famous computer scientists;disappeared at sea;;;;;;
esdbpediav2-INEX_LD-2012372;famous historical battlefields opponents fought;CatQ, SolEnQ;5;0;3;;;famous historical battlefields;opponents fought;;;;;;
esdbpediav2-INEX_LD-2012385;famous politicians vegetarians;CatQ, SolEnQ;5;0;3;;;famous politicians;vegetarians;;;;;;
esdbpediav2-INEX_LD-2012387;famous river confluence dam constructed;ConQ;3;0;3;;;famous river confluence dam;constructed;;;;;;
esdbpediav2-INEX_LD-2012387;famous river confluence dam constructed;ConQ;3;1;3;;;https://en.wikipedia.org/wiki/Myitsone_Dam;constructed;;;;;;
ysqle-trec-2010-20-1;fantasy football leagues;CatQ, SolEnQ;5;0;3;;;fantasy football leagues;;;;;;;
esdbpediav2-INEX_LD-20120511;female rock singers;CatQ, SolEnQ;5;0;3;;;female rock singers;;;;;;;
ysqle-trec-2011-66-4;female winemakers australia;CatQ, SolEnQ;5;0;3;;;female winemakers;https://en.wikipedia.org/wiki/Australia;;;;;;
ysqle-trec-2011-66-4;female winemakers australia;CatQ, SolEnQ;5;1;2;;;female winemakers;https://en.wikipedia.org/wiki/Australia,_Cuba;;;;;;
ysqle-trec-2011-66-5;female winemakers ;CatQ, SolEnQ;5;0;3;;;female winemakers ;;;;;;;
esdbpediav2-INEX_XER-67;ferris and observation wheels;CatQ, SolEnQ;5;0;3;;;ferris;and;observation wheels;;;;;
esdbpediav2-INEX_XER-123;fifa world cup national team winners since 1974;CatQ, SolEnQ;3;0;3;;;https://en.wikipedia.org/wiki/FIFA_World_Cup;national team winners;since 1974;;;;;
esdbpediav2-INEX_XER-139;films directed by akira kurosawa;CatQ, SolEnQ;5;0;3;;;films;directed by;https://en.wikipedia.org/wiki/Akira_Kurosawa;;;;;
esdbpediav2-INEX_XER-72;films shot in venice;CatQ, SolEnQ;5;0;3;;;films;shot in;https://en.wikipedia.org/wiki/Venice;;;;;
esdbpediav2-INEX_XER-72;films shot in venice;CatQ, SolEnQ;5;1;2;;;films;shot in;https://en.wikipedia.org/wiki/Venice,_Los_Angeles;;;;;
esdbpediav2-INEX_XER-72;films shot in venice;CatQ, SolEnQ;5;2;2;;;films;shot in;https://en.wikipedia.org/wiki/Venice,_Alberta;;;;;
esdbpediav2-INEX_XER-72;films shot in venice;CatQ, SolEnQ;5;3;2;;;films;shot in;https://en.wikipedia.org/wiki/Venice,_Bainbridge_Island,_Washington;;;;;
esdbpediav2-INEX_XER-72;films shot in venice;CatQ, SolEnQ;5;4;2;;;films;shot in;https://en.wikipedia.org/wiki/Venice,_Florida;;;;;
esdbpediav2-INEX_XER-72;films shot in venice;CatQ, SolEnQ;5;5;2;;;films;shot in;https://en.wikipedia.org/wiki/Venice,_Illinois;;;;;
esdbpediav2-INEX_XER-72;films shot in venice;CatQ, SolEnQ;5;6;2;;;films;shot in;https://en.wikipedia.org/wiki/Venice,_Louisiana;;;;;
esdbpediav2-INEX_XER-72;films shot in venice;CatQ, SolEnQ;5;7;2;;;films;shot in;https://en.wikipedia.org/wiki/Venice,_Missouri;;;;;
esdbpediav2-INEX_XER-72;films shot in venice;CatQ, SolEnQ;5;8;2;;;films;shot in;https://en.wikipedia.org/wiki/Venice,_Nebraska;;;;;
esdbpediav2-INEX_XER-72;films shot in venice;CatQ, SolEnQ;5;9;2;;;films;shot in;https://en.wikipedia.org/wiki/Venice,_New_York;;;;;
esdbpediav2-INEX_XER-72;films shot in venice;CatQ, SolEnQ;5;10;2;;;films;shot in;https://en.wikipedia.org/wiki/Venice,_Utah;;;;;
esdbpediav2-INEX_XER-72;films shot in venice;CatQ, SolEnQ;5;11;2;;;films;shot in;https://en.wikipedia.org/wiki/Venice,_Zimbabwe;;;;;
esdbpediav2-INEX_LD-2009053;finland car industry manufacturer saab sisu;ConQ;4;0;3;;;https://en.wikipedia.org/wiki/Finland;car industry;manufacturer;https://en.wikipedia.org/wiki/Saab_Automobile;https://en.wikipedia.org/wiki/Sisu_Auto;;;
esdbpediav2-SemSearch_LS-12;first targets of the atomic bomb;ConQ, SolEnQ;3;0;3;;;first targets;of the;atomic bomb;;;;;
esdbpediav2-SemSearch_LS-13;five great epics of tamil literature;CatQ, ConQ, LQ, SolEnQ;3;0;3;;;https://en.wikipedia.org/wiki/Five_Great_Epics;of;https://en.wikipedia.org/wiki/Tamil_language;literature;;;;
esdbpediav2-QALD2_te-99;for which label did elvis record his first album;QQ, SolEnQ;3;0;3;;;for which;label;did;https://en.wikipedia.org/wiki/Elvis_Presley;record;his first album;;
ysqle-trec-2010-100-1;forearm braces;ConQ;1;0;3;;;forearm braces;;;;;;;
esdbpediav2-INEX_XER-113;formula 1 drivers that won the monaco grand prix;CatQ, SolEnQ;5;0;3;;;https://en.wikipedia.org/wiki/Formula_One;drivers;that won the;https://en.wikipedia.org/wiki/Monaco_Grand_Prix;;;;
esdbpediav2-INEX_XER-114;formula one races in europe;CatQ, SolEnQ;5;0;3;;;https://en.wikipedia.org/wiki/Formula_One;races;in;https://en.wikipedia.org/wiki/Europe;;;;
esdbpediav2-INEX_XER-115;formula one world constructors champions;CatQ, SolEnQ;3;0;3;;;https://en.wikipedia.org/wiki/Formula_One;world;constructors champions;;;;;
ysqle-trec-2012-24-0;france world cup winners;CatQ, ConQ, SolEnQ;3;0;3;;;https://en.wikipedia.org/wiki/France_national_football_team;https://en.wikipedia.org/wiki/FIFA_World_Cup;winners;;;;;
ysqle-trec-2012-24-0;france world cup winners;CatQ, ConQ, SolEnQ;3;1;3;;;https://en.wikipedia.org/wiki/1998_FIFA_World_Cup;winners;;;;;;
ysqle-trec-2012-24-0;france world cup winners;CatQ, ConQ, SolEnQ;3;2;3;;;https://en.wikipedia.org/wiki/1938_FIFA_World_Cup;winners;;;;;;
ysqle-yahoo-207-0;free online games;CatQ, SolEnQ;5;0;3;;;free online games;;;;;;;
esdbpediav2-INEX_XER-118;french car models in 1960s;CatQ, SolEnQ;5;0;3;;;https://en.wikipedia.org/wiki/France;car models;in;1960s;;;;
esdbpediav2-INEX_LD-2012389;frequently visited sharks gulf indian ocean;CatQ, SolEnQ;4;0;3;;;frequently visited;sharks gulf;https://en.wikipedia.org/wiki/Indian_Ocean;;;;;
ysqle-yahoo-510-11;gas grills;CatQ, SolEnQ;5;0;3;;;gas grills;;;;;;;
esdbpediav2-INEX_XER-127;german female politicians;CatQ, SolEnQ;5;0;3;;;https://en.wikipedia.org/wiki/Germany;female politicians;;;;;;
esdbpediav2-QALD2_te-82;give me a list of all american inventions;CatQ, SolEnQ;5;0;3;;;give me a list;of all;https://en.wikipedia.org/wiki/United_States;inventions;;;;
esdbpediav2-QALD2_te-60;give me a list of all lakes in denmark;CatQ, SolEnQ;5;0;3;;;give me a list;of all;lakes;in;https://en.wikipedia.org/wiki/Denmark;;;
esdbpediav2-QALD2_te-9;give me a list of all trumpet players that were bandleaders;CatQ, SolEnQ;5;0;3;;;give me a list;of all;trumpet players;that were;bandleaders;;;
esdbpediav2-QALD2_tr-63;give me all actors starring in batman begins;CatQ, SolEnQ;5;0;3;;;give me all;actors;starring in;https://en.wikipedia.org/wiki/Batman_Begins;;;;
esdbpediav2-QALD2_te-29;give me all actors starring in movies directed by and starring william shatner;CatQ, SolEnQ;5;0;3;;;give me all;actors;starring in;movies;directed by;and;starring;https://en.wikipedia.org/wiki/William_Shatner
esdbpediav2-QALD2_te-63;give me all argentine films;CatQ, SolEnQ;5;0;3;;;give me all;https://en.wikipedia.org/wiki/Argentina;films;;;;;
esdbpediav2-QALD2_te-33;give me all australian nonprofit organizations;CatQ, SolEnQ;5;0;3;;;give me all;https://en.wikipedia.org/wiki/Australia;nonprofit organizations;;;;;
esdbpediav2-QALD2_te-33;give me all australian nonprofit organizations;CatQ, SolEnQ;5;1;2;;;give me all;https://en.wikipedia.org/wiki/Australia,_Cuba;nonprofit organizations;;;;;
esdbpediav2-QALD2_te-80;give me all books by william goldman with more than 300 pages;CatQ, SolEnQ;5;0;3;;;give me all;books;by;https://en.wikipedia.org/wiki/William_Goldman;with;more than 300 pages;;
esdbpediav2-QALD2_tr-78;give me all books written by danielle steel;CatQ, SolEnQ;5;0;3;;;give me all;books;written by;https://en.wikipedia.org/wiki/Danielle_Steel;;;;
esdbpediav2-QALD2_te-43;give me all breeds of the german shepherd dog;ConQ;1;0;3;;;give me all;breeds;of the;german shepherd dog;;;;
esdbpediav2-QALD2_tr-80;give me all canadian grunge record labels;CatQ, SolEnQ;5;0;3;;;give me all;https://en.wikipedia.org/wiki/Canada;https://en.wikipedia.org/wiki/Grunge;record labels;;;;
esdbpediav2-QALD2_te-17;give me all cars that are produced in germany;CatQ, SolEnQ;5;0;3;;;give me all;cars;that;are produced;in;https://en.wikipedia.org/wiki/Germany;;
esdbpediav2-QALD2_te-17;give me all cars that are produced in germany;CatQ, SolEnQ;5;1;1;;;give me all;cars;that;are produced;in;https://en.wikipedia.org/wiki/Germany,_Indiana;;
esdbpediav2-QALD2_te-17;give me all cars that are produced in germany;CatQ, SolEnQ;5;2;1;;;give me all;cars;that;are produced;in;https://en.wikipedia.org/wiki/Germany,_Texas;;
esdbpediav2-QALD2_tr-17;give me all cities in new jersey with more than 100000 inhabitants;CatQ, SolEnQ;5;0;3;;;give me all;cities;in;https://en.wikipedia.org/wiki/New_Jersey;more than 100000 inhabitants;;;
esdbpediav2-QALD2_te-39;give me all companies in munich;CatQ, SolEnQ;5;0;3;;;give me all;companies;in;https://en.wikipedia.org/wiki/Munich;;;;
esdbpediav2-QALD2_te-39;give me all companies in munich;CatQ, SolEnQ;5;1;2;;;give me all;companies;in;https://en.wikipedia.org/wiki/Munich,_North_Dakota;;;;
esdbpediav2-QALD2_tr-49;give me all companies in the advertising industry;CatQ, SolEnQ;5;0;3;;;give me all;companies;in the;advertising industry;;;;
esdbpediav2-QALD2_te-31;give me all current methodist national leaders;CatQ, SolEnQ;5;0;3;;;give me all;current;https://en.wikipedia.org/wiki/Methodism;national leaders;;;;
esdbpediav2-QALD2_tr-86;give me all female german chancellors;CatQ, SolEnQ;3;0;3;;;give me all;female;https://en.wikipedia.org/wiki/Germany;chancellors;;;;
esdbpediav2-QALD2_tr-1;give me all female russian astronauts;CatQ, SolEnQ;3;0;3;;;give me all;female;https://en.wikipedia.org/wiki/Russia;astronauts;;;;
esdbpediav2-QALD2_tr-70;give me all films produced by hal roach;CatQ, SolEnQ;5;0;3;;;give me all;films;produced by;https://en.wikipedia.org/wiki/Hal_Roach;;;;
esdbpediav2-QALD2_te-51;give me all frisian islands that belong to the netherlands;CatQ, SolEnQ;3;0;3;;;give me all;https://en.wikipedia.org/wiki/Frisian_Islands;that;belong to;https://en.wikipedia.org/wiki/Netherlands;;;
esdbpediav2-QALD2_te-64;give me all launch pads operated by nasa;CatQ, SolEnQ;5;0;3;;;give me all;launch pads;operated by;https://en.wikipedia.org/wiki/NASA;;;;
esdbpediav2-QALD2_te-14;give me all members of prodigy;CatQ, SolEnQ;3;0;3;;;give me all;members of;https://en.wikipedia.org/wiki/The_Prodigy;;;;;
esdbpediav2-QALD2_te-28;give me all movies directed by francis ford coppola;CatQ, SolEnQ;5;0;3;;;give me all;movies;directed by;https://en.wikipedia.org/wiki/Francis_Ford_Coppola;;;;
esdbpediav2-QALD2_tr-84;give me all movies with tom cruise;CatQ, SolEnQ;5;0;3;;;give me all;movies;with;https://en.wikipedia.org/wiki/Tom_Cruise;;;;
esdbpediav2-QALD2_tr-59;give me all people with first name jimmy;CatQ, SolEnQ;5;0;3;;;give me all;people;with;first name;jimmy;;;
esdbpediav2-QALD2_tr-53;give me all presidents of the united states;CatQ, SolEnQ;5;0;3;;;give me all;presidents;of the;https://en.wikipedia.org/wiki/United_States;;;;
esdbpediav2-QALD2_te-6;give me all professional skateboarders from sweden;CatQ, SolEnQ;3;0;3;;;give me all;professional skateboarders;from;https://en.wikipedia.org/wiki/Sweden;;;;
esdbpediav2-QALD2_te-6;give me all professional skateboarders from sweden;CatQ, SolEnQ;3;1;2;;;give me all;professional skateboarders;from;https://en.wikipedia.org/wiki/Sweden,_Maine;;;;
esdbpediav2-QALD2_te-6;give me all professional skateboarders from sweden;CatQ, SolEnQ;3;2;2;;;give me all;professional skateboarders;from;https://en.wikipedia.org/wiki/Sweden,_Missouri;;;;
esdbpediav2-QALD2_te-6;give me all professional skateboarders from sweden;CatQ, SolEnQ;3;3;2;;;give me all;professional skateboarders;from;https://en.wikipedia.org/wiki/Sweden,_New_York;;;;
esdbpediav2-QALD2_te-6;give me all professional skateboarders from sweden;CatQ, SolEnQ;3;4;2;;;give me all;professional skateboarders;from;https://en.wikipedia.org/wiki/Sweden,_South_Carolina;;;;
esdbpediav2-QALD2_tr-51;give me all school types;ConQ;1;0;3;;;give me all;school types;;;;;;
esdbpediav2-QALD2_tr-41;give me all soccer clubs in spain;CatQ, SolEnQ;5;0;3;;;give me all;soccer clubs;in;https://en.wikipedia.org/wiki/Spain;;;;
esdbpediav2-QALD2_tr-41;give me all soccer clubs in spain;CatQ, SolEnQ;5;1;2;;;give me all;soccer clubs;in;https://en.wikipedia.org/wiki/Spain,_South_Dakota;;;;
esdbpediav2-QALD2_tr-89;give me all soccer clubs in the premier league;CatQ, SolEnQ;5;0;3;;;give me all;soccer clubs;in the;https://en.wikipedia.org/wiki/Premier_League;;;;
esdbpediav2-QALD2_tr-71;give me all video games published by mean hamster software;CatQ, SolEnQ;5;0;3;;;give me all;video games;published by;https://en.wikipedia.org/wiki/Mean_Hamster_Software;;;;
esdbpediav2-QALD2_te-12;give me all world heritage sites designated within the past five years;CatQ, SolEnQ;5;0;3;;;give me all;world heritage sites;designated within;the past five years;;;;
esdbpediav2-QALD2_te-57;give me the apollo 14 astronauts;CatQ, SolEnQ;3;0;3;;;give me;the;https://en.wikipedia.org/wiki/Apollo_14;astronauts;;;;
esdbpediav2-QALD2_tr-16;give me the capitals of all countries in africa;CatQ, SolEnQ;5;0;3;;;give me;the;capitals;of all;countries;in;https://en.wikipedia.org/wiki/Africa;
esdbpediav2-SemSearch_LS-14;gods who dwelt on mount olympus;CatQ, SolEnQ;3;0;3;;;gods;who;dwelt;on;https://en.wikipedia.org/wiki/Mount_Olympus;;;
ysqle-trec-2013-63-0;good internet phone services;CatQ, SolEnQ;5;0;3;;;good internet phone services;;;;;;;
ysqle-trec-2010-122-0;gps devices;CatQ, SolEnQ;5;0;3;;;https://en.wikipedia.org/wiki/Global_Positioning_System;devices;;;;;;
ysqle-trec-2010-53-0;gps receivers;CatQ, SolEnQ;5;0;3;;;https://en.wikipedia.org/wiki/Global_Positioning_System;receivers;;;;;;
esdbpediav2-INEX_LD-2012354;greatest guitarist;ConQ, SolEnQ;5;0;3;;;greatest guitarist;;;;;;;
ysqle-trec-2013-34-2;guide internet phone services;ConQ;1;0;3;;;guide;internet phone services;;;;;;
esdbpediav2-INEX_LD-20120212;guitar chord minor;ConQ;2;0;3;;A minor guitar chord;guitar chord;minor;;;;;;
esdbpediav2-INEX_LD-20120212;guitar chord minor;ConQ;2;1;1;;A minor chord played on the album “Guitar” by Peter Lang;https://en.wikipedia.org/wiki/Guitar_(Peter_Lang_album);chord;minor;;;;;
esdbpediav2-INEX_LD-20120212;guitar chord minor;ConQ;2;2;1;;A minor chord played on the album “Guitar” by Tony Rice;https://en.wikipedia.org/wiki/Guitar_(Tony_Rice_album);chord;minor;;;;;
esdbpediav2-INEX_LD-20120212;guitar chord minor;ConQ;2;3;1;;A minor chord played on the album “Guitar” by Sonny Sharrock;https://en.wikipedia.org/wiki/Guitar_(Sonny_Sharrock_album);chord;minor;;;;;
esdbpediav2-INEX_LD-20120212;guitar chord minor;ConQ;2;4;1;;A minor chord played on the album “Guitar” by Frank Zappa;https://en.wikipedia.org/wiki/Guitar_(Frank_Zappa_album);chord;minor;;;;;
esdbpediav2-INEX_LD-20120212;guitar chord minor;ConQ;2;5;1;;A minor chord played in the song “Guitar” by Prince;https://en.wikipedia.org/wiki/Guitar_(song);chord;minor;;;;;
esdbpediav2-INEX_LD-20120211;guitar chord tuning;ConQ;2;0;3;;;guitar chord;tuning;;;;;;
esdbpediav2-INEX_LD-20120211;guitar chord tuning;ConQ;2;1;1;;;https://en.wikipedia.org/wiki/Guitar_(Peter_Lang_album);chord;tuning;;;;;
esdbpediav2-INEX_LD-20120211;guitar chord tuning;ConQ;2;2;1;;;https://en.wikipedia.org/wiki/Guitar_(Tony_Rice_album);chord;tuning;;;;;
esdbpediav2-INEX_LD-20120211;guitar chord tuning;ConQ;2;3;1;;;https://en.wikipedia.org/wiki/Guitar_(Sonny_Sharrock_album);chord;tuning;;;;;
esdbpediav2-INEX_LD-20120211;guitar chord tuning;ConQ;2;4;1;;;https://en.wikipedia.org/wiki/Guitar_(Frank_Zappa_album);chord;tuning;;;;;
esdbpediav2-INEX_LD-20120211;guitar chord tuning;ConQ;2;5;1;;;https://en.wikipedia.org/wiki/Guitar_(song);chord;tuning;;;;;
esdbpediav2-INEX_LD-20120231;guitar origin russia;ConQ;1;0;3;;;guitar origin;https://en.wikipedia.org/wiki/Russia;;;;;;
ysqle-yahoo-201-2;gun shops in myrtle beach sc;CatQ, SolEnQ;5;0;3;;;gun shops;in;https://en.wikipedia.org/wiki/Myrtle_Beach,_South_Carolina;;;;;
