"ID";"QUERY";"CAT";"DIFFICULTY"
"esdbpediav2-QALD2_tr-68";"Which actors were born in Germany?";"CatQ, QQ";100
"esdbpediav2-QALD2_tr-69";"Which caves have more than 3 entrances?";"CatQ, QQ";4
"esdbpediav2-QALD2_tr-70";"Give me all films produced by Hal Roach.";"CatQ";10
"esdbpediav2-QALD2_tr-71";"Give me all video games published by Mean Hamster Software.";"CatQ";10
"esdbpediav2-QALD2_tr-72";"Which languages are spoken in Estonia?";"CatQ, QQ";3
"esdbpediav2-QALD2_tr-73";"Who owns Aldi?";"QQ";3
"esdbpediav2-QALD2_tr-74";"Which capitals in Europe were host cities of the summer olympic games?";"CatQ, QQ";10
"esdbpediav2-QALD2_tr-75";"Who has been the 5th president of the United States of America?";"QQ";3
"esdbpediav2-QALD2_tr-77";"Which music albums contain the song Last Christmas?";"CatQ, QQ";10
"esdbpediav2-QALD2_tr-78";"Give me all books written by Danielle Steel.";"CatQ";10
"esdbpediav2-QALD2_tr-79";"Which airports are located in California, USA?";"CatQ, QQ";3
"esdbpediav2-QALD2_tr-8";"Which states of Germany are governed by the Social Democratic Party?";"CatQ, QQ";3
"esdbpediav2-QALD2_tr-80";"Give me all Canadian Grunge record labels.";"CatQ";3
"esdbpediav2-QALD2_tr-81";"Which country has the most official languages?";"QQ";3
"esdbpediav2-QALD2_tr-82";"In which programming language is GIMP written?";"QQ";3
"esdbpediav2-QALD2_tr-83";"Who produced films starring Natalie Portman?";"CatQ, QQ";10
"esdbpediav2-QALD2_tr-84";"Give me all movies with Tom Cruise.";"CatQ";10
"esdbpediav2-QALD2_tr-85";"In which films did Julia Roberts as well as Richard Gere play?";"CatQ, QQ";10
"esdbpediav2-QALD2_tr-86";"Give me all female German chancellors.";"CatQ";3
"esdbpediav2-QALD2_tr-87";"Who wrote the book The pillars of the Earth?";"QQ";3
"esdbpediav2-QALD2_tr-89";"Give me all soccer clubs in the Premier League.";"CatQ";10
"esdbpediav2-QALD2_tr-9";"Which U.S. states possess gold minerals?";"CatQ";4
"esdbpediav2-QALD2_tr-91";"Which organizations were founded in 1950?";"CatQ, QQ";100
"esdbpediav2-QALD2_tr-92";"What is the highest mountain?";"QQ";3
"esdbpediav2-SemSearch_ES-1";"44 magnum hunting";"LQ";1
"esdbpediav2-SemSearch_ES-10";"asheville north carolina";"LQ";1
"esdbpediav2-SemSearch_ES-100";"YMCA Tampa";"LQ";2
"esdbpediav2-SemSearch_ES-101";"ashley wagner";"LQ";1
"esdbpediav2-SemSearch_ES-102";"beach flowers";"CatQ";2
"esdbpediav2-SemSearch_ES-104";"bourbonnais il";"LQ";1
"esdbpediav2-SemSearch_ES-106";"chase masterson";"LQ";1
"esdbpediav2-SemSearch_ES-107";"concord steel";"LQ";1
"esdbpediav2-SemSearch_ES-108";"danielia cotton";"LQ";1
"esdbpediav2-SemSearch_ES-109";"david hewlett";"LQ";1
"esdbpediav2-SemSearch_ES-11";"austin powers";"LQ";1
"esdbpediav2-SemSearch_ES-111";"eagle rock, ca";"LQ";1
"esdbpediav2-SemSearch_ES-114";"glenn frey";"LQ";1
"esdbpediav2-SemSearch_ES-115";"goodwill of michigan";"CatQ";2
"esdbpediav2-SemSearch_ES-118";"iowa energy";"LQ";1
"esdbpediav2-SemSearch_ES-119";"john elliott";"LQ";1
"esdbpediav2-SemSearch_ES-12";"austin texas";"LQ";1
"esdbpediav2-SemSearch_ES-120";"lawrence general hospital";"LQ";1
"esdbpediav2-SemSearch_ES-123";"michael zimmerman";"LQ";1
"esdbpediav2-SemSearch_ES-124";"motorola bluetooth hs850";"LQ";1
"esdbpediav2-SemSearch_ES-125";"nokia e73";"LQ";1
"esdbpediav2-SemSearch_ES-127";"palm tungsten e2 handheld";"LQ";1
"esdbpediav2-SemSearch_ES-128";"philadelphia neufchatel cheese";"LQ";1
"esdbpediav2-SemSearch_ES-129";"pizza populous detroit mi";"LQ";1
"esdbpediav2-SemSearch_ES-13";"banana paper making";"ConQ";2
"esdbpediav2-SemSearch_ES-130";"plymouth police department";"LQ";1
"esdbpediav2-SemSearch_ES-131";"scpa san diego";"LQ";1
"esdbpediav2-SemSearch_ES-132";"sealy mattress co";"LQ";1
"esdbpediav2-SemSearch_ES-135";"spring shoes canada";"ConQ";2
"esdbpediav2-SemSearch_ES-136";"sri lanka government gazette";"ConQ";2
"esdbpediav2-SemSearch_ES-137";"steak express";"LQ";1
"esdbpediav2-SemSearch_ES-139";"the big texan steak house";"LQ";2
"esdbpediav2-SemSearch_ES-14";"ben franklin";"LQ";2
"esdbpediav2-SemSearch_ES-141";"ventura county court";"ConQ";2
"esdbpediav2-SemSearch_ES-15";"bradley center";"LQ";1
"esdbpediav2-SemSearch_ES-16";"brooklyn bridge";"LQ";1
"esdbpediav2-SemSearch_ES-17";"butte montana";"LQ";1
"esdbpediav2-SemSearch_ES-18";"canasta cards";"ConQ";2
"esdbpediav2-SemSearch_ES-19";"carl lewis";"LQ";1
"esdbpediav2-SemSearch_ES-2";"B. F. Skinner";"LQ";1
"esdbpediav2-SemSearch_ES-20";"carolina";"LQ";2
"esdbpediav2-SemSearch_ES-21";"charles darwin";"LQ";1
"esdbpediav2-SemSearch_ES-22";"city of charlotte";"LQ";2
"esdbpediav2-SemSearch_ES-23";"city of virginia beach";"LQ";2
"esdbpediav2-SemSearch_ES-24";"coastal carolina";"LQ";2
"esdbpediav2-SemSearch_ES-25";"david suchet";"LQ";1
"esdbpediav2-SemSearch_ES-26";"disney orlando";"ConQ";2
"esdbpediav2-SemSearch_ES-28";"el salvador";"LQ";2
"esdbpediav2-SemSearch_ES-29";"ellis college";"LQ";2
"esdbpediav2-SemSearch_ES-3";"Bookwork";"ConQ";1
"esdbpediav2-SemSearch_ES-30";"eloan line of credit";"ConQ";2
"esdbpediav2-SemSearch_ES-31";"emery";"LQ";2
"esdbpediav2-SemSearch_ES-32";"fitzgerald auto mall chambersburg pa";"LQ";1
"esdbpediav2-SemSearch_ES-33";"harry potter";"LQ";1
"esdbpediav2-SemSearch_ES-34";"harry potter movie";"CatQ";2
"esdbpediav2-SemSearch_ES-36";"imdb batman returns";"ConQ";2
"esdbpediav2-SemSearch_ES-37";"jack johnson";"LQ";1
"esdbpediav2-SemSearch_ES-38";"jack the ripper";"LQ";1
"esdbpediav2-SemSearch_ES-39";"james caldwell high school";"LQ";1
"esdbpediav2-SemSearch_ES-4";"NAACP Image Awards";"LQ";1
"esdbpediav2-SemSearch_ES-40";"james clayton md";"LQ";2
"esdbpediav2-SemSearch_ES-41";"joan of arc";"LQ";1
"esdbpediav2-SemSearch_ES-42";"john maxwell";"LQ";1
"esdbpediav2-SemSearch_ES-45";"keith urban";"LQ";1
"esdbpediav2-SemSearch_ES-47";"king arthur";"LQ";1
"esdbpediav2-SemSearch_ES-49";"laura bush";"LQ";1
"esdbpediav2-SemSearch_ES-5";"Scott County";"LQ";2
"esdbpediav2-SemSearch_ES-50";"laura steele bob and tom";"ConQ";2
"esdbpediav2-SemSearch_ES-52";"lincoln park";"LQ";2
"esdbpediav2-SemSearch_ES-53";"lynchburg virginia";"LQ";2
"esdbpediav2-SemSearch_ES-54";"marc anthony";"LQ";1
"esdbpediav2-SemSearch_ES-56";"mario bros";"LQ";2
"esdbpediav2-SemSearch_ES-57";"martin luther king";"LQ";2
"esdbpediav2-SemSearch_ES-58";"mason ohio";"LQ";1
"esdbpediav2-SemSearch_ES-59";"mercy hospital in des moines, ia";"LQ";1
"esdbpediav2-SemSearch_ES-6";"air wisconsin";"LQ";1
"esdbpediav2-SemSearch_ES-60";"michael douglas";"LQ";1
"esdbpediav2-SemSearch_ES-61";"mr rourke fantasy island";"ConQ";2
"esdbpediav2-SemSearch_ES-63";"old winchester shotguns";"ConQ";2
"esdbpediav2-SemSearch_ES-65";"orlando florida";"LQ";1
"esdbpediav2-SemSearch_ES-66";"overeaters anonymous";"LQ";1
"esdbpediav2-SemSearch_ES-67";"ovguide movies";"CatQ";100
"esdbpediav2-SemSearch_ES-68";"pierce county washington";"LQ";1
"esdbpediav2-SemSearch_ES-7";"airsoft glock";"ConQ";2
"esdbpediav2-SemSearch_ES-70";"radio italia online";"ConQ";2
"esdbpediav2-SemSearch_ES-71";"richmond virginia";"LQ";1
"esdbpediav2-SemSearch_ES-72";"rock 103 memphis";"LQ";1
"esdbpediav2-SemSearch_ES-73";"rowan university";"LQ";1
"esdbpediav2-SemSearch_ES-74";"sacred heart u";"LQ";2
"esdbpediav2-SemSearch_ES-75";"sagemont church houston tx";"LQ";1
"esdbpediav2-SemSearch_ES-76";"san antonio";"LQ";2
"esdbpediav2-SemSearch_ES-77";"savannah tech";"LQ";1
"esdbpediav2-SemSearch_ES-78";"sharp pc";"LQ";1
"esdbpediav2-SemSearch_ES-79";"shobana masala";"ConQ";2
"esdbpediav2-SemSearch_ES-80";"sonny and cher";"LQ";2
"esdbpediav2-SemSearch_ES-81";"south dakota state university";"LQ";2
"esdbpediav2-SemSearch_ES-82";"st lucia";"LQ";2
"esdbpediav2-SemSearch_ES-83";"st paul saints";"LQ";2
"esdbpediav2-SemSearch_ES-84";"the dish danielle fishel";"ConQ";2
"esdbpediav2-SemSearch_ES-85";"the longest yard sale";"LQ";2
"esdbpediav2-SemSearch_ES-86";"the morning call lehigh valley pa";"ConQ";2
"esdbpediav2-SemSearch_ES-88";"thomas jefferson";"LQ";1
"esdbpediav2-SemSearch_ES-89";"university of north dakota";"LQ";1
"esdbpediav2-SemSearch_ES-9";"american embassy nairobi";"LQ";1
"esdbpediav2-SemSearch_ES-91";"westminster abbey";"LQ";1
"esdbpediav2-SemSearch_ES-93";"08 toyota tundra";"LQ";1
"esdbpediav2-SemSearch_ES-94";"Hugh Downs";"LQ";1
"esdbpediav2-SemSearch_ES-95";"MADRID";"LQ";2
"esdbpediav2-SemSearch_ES-96";"New England Coffee";"LQ";2
"esdbpediav2-SemSearch_ES-97";"PINK PANTHER 2";"LQ";2
"esdbpediav2-SemSearch_ES-98";"University of Texas at Austin";"LQ";1
"esdbpediav2-SemSearch_ES-99";"University of York";"LQ";1
"esdbpediav2-SemSearch_LS-1";"Apollo astronauts who walked on the Moon";"CatQ";3
"esdbpediav2-SemSearch_LS-10";"did nicole kidman have any siblings";"CatQ, QQ";3
"esdbpediav2-SemSearch_LS-11";"dioceses of the church of ireland";"CatQ";3
"esdbpediav2-SemSearch_LS-12";"first targets of the atomic bomb";"ConQ";3
"esdbpediav2-SemSearch_LS-13";"five great epics of Tamil literature";"CatQ";3
"esdbpediav2-SemSearch_LS-14";"gods who dwelt on Mount Olympus";"CatQ";3
"esdbpediav2-SemSearch_LS-16";"hijackers in the September 11 attacks";"CatQ";3
"esdbpediav2-SemSearch_LS-17";"houses of the Russian parliament";"CatQ";3
"esdbpediav2-SemSearch_LS-18";"john lennon, parents";"RQ";2
"esdbpediav2-SemSearch_LS-19";"kenya's captain in cricket";"CatQ";3
"esdbpediav2-SemSearch_LS-2";"Arab states of the Persian Gulf";"CatQ";3
"esdbpediav2-SemSearch_LS-20";"kublai khan siblings";"CatQ, RQ";3
"esdbpediav2-SemSearch_LS-21";"lilly allen parents";"RQ";2
"esdbpediav2-SemSearch_LS-22";"major leagues in the united states";"CatQ";10
"esdbpediav2-SemSearch_LS-24";"matt berry tv series";"CatQ";10
"esdbpediav2-SemSearch_LS-25";"members of u2?";"CatQ";2
"esdbpediav2-SemSearch_LS-26";"movies starring erykah badu";"CatQ";10
"esdbpediav2-SemSearch_LS-29";"nations where Portuguese is an official language";"CatQ";3
"esdbpediav2-SemSearch_LS-3";"astronauts who landed on the Moon";"CatQ";3
"esdbpediav2-SemSearch_LS-30";"orders (or 'choirs') of angels";"CatQ";3
"esdbpediav2-SemSearch_LS-31";"permanent members of the UN Security Council";"CatQ";3
"esdbpediav2-SemSearch_LS-32";"presidents depicted on mount rushmore who died of shooting";"CatQ";3
"esdbpediav2-SemSearch_LS-33";"provinces and territories of Canada";"CatQ";10
"esdbpediav2-SemSearch_LS-34";"ratt albums";"CatQ";10
"esdbpediav2-SemSearch_LS-35";"republics of the former Yugoslavia";"CatQ";3
"esdbpediav2-SemSearch_LS-36";"revolutionaries of 1959 in Cuba";"CatQ";3
"esdbpediav2-SemSearch_LS-37";"standard axioms of set theory";"CatQ";3
"esdbpediav2-SemSearch_LS-38";"states that border oklahoma";"CatQ";3
"esdbpediav2-SemSearch_LS-39";"ten ancient Greek city-kingdoms of Cyprus";"CatQ";3
"esdbpediav2-SemSearch_LS-4";"Axis powers of World War II";"CatQ";3
"esdbpediav2-SemSearch_LS-40";"the first 13 american states";"CatQ";10
"esdbpediav2-SemSearch_LS-41";"the four of the companions of the prophet";"CatQ";3
"esdbpediav2-SemSearch_LS-42";"twelve tribes or sons of Israel";"CatQ";10
"esdbpediav2-SemSearch_LS-43";"what books did paul of tarsus write?";"CatQ, QQ";10
"esdbpediav2-SemSearch_LS-44";"what languages do they speak in afghanistan";"CatQ, QQ";3
"esdbpediav2-SemSearch_LS-46";"where the British monarch is also head of state";"CatQ, QQ";3
"esdbpediav2-SemSearch_LS-49";"who invented the python programming language";"QQ";3
"esdbpediav2-SemSearch_LS-5";"books of the Jewish canon";"ConQ";2
"esdbpediav2-SemSearch_LS-50";"wonders of the ancient world";"CatQ";3
"esdbpediav2-SemSearch_LS-6";"boroughs of New York City";"CatQ";3
"esdbpediav2-SemSearch_LS-7";"Branches of the US military";"CatQ";3
"esdbpediav2-SemSearch_LS-8";"continents in the world";"CatQ";3
"esdbpediav2-SemSearch_LS-9";"degrees of Eastern Orthodox monasticism";"CatQ";3
"esdbpediav2-TREC_Entity-1";"Carriers that Blackberry makes phones for.";"CatQ";10
"esdbpediav2-TREC_Entity-10";"Campuses of Indiana University.";"CatQ";3
"esdbpediav2-TREC_Entity-11";"Donors to the Home Depot Foundation.";"CatQ";100
"esdbpediav2-TREC_Entity-12";"Airlines that Air Canada has code share flights with.";"CatQ";3
"esdbpediav2-TREC_Entity-14";"Authors awarded an Anthony Award at Bouchercon in 2007.";"CatQ";3
"esdbpediav2-TREC_Entity-15";"Universities that are members of the SEC conference for football.";"CatQ";3
"esdbpediav2-TREC_Entity-16";"Sponsors of the Mancuso quilt festivals.";"CatQ";100
"esdbpediav2-TREC_Entity-17";"Chefs with a show on the Food Network.";"CatQ";10
"esdbpediav2-TREC_Entity-18";"Members of the band Jefferson Airplane.";"CatQ";3
"esdbpediav2-TREC_Entity-19";"Companies that John Hennessey serves on the board of.";"CatQ";3
"esdbpediav2-TREC_Entity-2";"Winners of the ACM Athena award.";"CatQ";3
"esdbpediav2-TREC_Entity-20";"Scotch whisky distilleries on the island of Islay.";"CatQ";3
"esdbpediav2-TREC_Entity-4";"Professional sports teams in Philadelphia.";"CatQ";10
"esdbpediav2-TREC_Entity-5";"Products of Medimmune, Inc.";"CatQ";100
"esdbpediav2-TREC_Entity-6";"Organizations that award Nobel prizes.";"CatQ";3
"esdbpediav2-TREC_Entity-7";"Airlines that currently use Boeing 747 planes.";"CatQ";100
"esdbpediav2-TREC_Entity-9";"Members of The Beaux Arts Trio.";"CatQ";3
"ysqle-trec-2010-1-0";"legal advice";"ConQ";1
"ysqle-trec-2010-1-1";"renters protection law";"ConQ";1
"ysqle-trec-2010-10-0";"iron in food";"ConQ";1
"ysqle-trec-2010-10-1";"iron supplements";"CatQ";100
"ysqle-trec-2010-100-0";"forearm pain exercises";"ConQ";2
"ysqle-trec-2010-100-1";"forearm braces";"CatQ";100
"ysqle-trec-2010-101-0";"the music man songs";"CatQ";10
"ysqle-trec-2010-102-1";"obama's mother";"RQ";3
"ysqle-trec-2010-103-0";"elliptical trainer";"CatQ";100
"ysqle-trec-2010-103-1";"elliptical trainer benefits";"ConQ";1
"ysqle-trec-2010-104-0";"hoboken estates";"LQ";2
"ysqle-trec-2010-104-1";"hoboken map";"ConQ";2
"ysqle-trec-2010-105-0";"reserve orange county convention center";"LQ";2
"ysqle-trec-2010-105-1";"orange county convention center events";"ConQ";1
"ysqle-trec-2010-106-0";"different types of moths pics";"ConQ";1
"ysqle-trec-2010-106-1";"identify different types of moths";"ConQ";1
"ysqle-trec-2010-108-0";"online console games inuyasha series";"CatQ";2
"ysqle-trec-2010-109-0";"windows spyware";"ConQ";2
"ysqle-trec-2010-109-1";"defender problems";"ConQ";2
"ysqle-trec-2010-11-0";"history of music";"ConQ";1
"ysqle-trec-2010-11-1";"who invented the radio";"QQ";3
"ysqle-trec-2010-110-0";"cultural diversity prejudice";"ConQ";1
"ysqle-trec-2010-110-1";"cultural diversity";"ConQ";2
"ysqle-trec-2010-111-0";"rick warren obama inauguration controversy";"ConQ";2
"ysqle-trec-2010-111-1";"rick warren controversy";"ConQ";2
"ysqle-trec-2010-112-0";"surf rincon puerto rico";"ConQ";2
"ysqle-trec-2010-112-1";"hotels rincon puerto rico";"CatQ";10
"ysqle-trec-2010-113-1";"earn money at home scam";"ConQ";2
"ysqle-trec-2010-114-1";"junk yard";"ConQ";2
"ysqle-trec-2010-115-0";"diversity";"ConQ";1
"ysqle-trec-2010-115-1";"promoting diversity";"ConQ";1
"ysqle-trec-2010-117-0";"f5 tornadoes";"CatQ";100
"ysqle-trec-2010-117-1";"deadliest tornadoes";"CatQ";4
"ysqle-trec-2010-118-1";"obama family";"RQ";10
"ysqle-trec-2010-119-0";"atari consoles history";"CatQ";3
"ysqle-trec-2010-119-1";"atari consoles";"CatQ";3
"ysqle-trec-2010-12-0";"wall hung toilet kohler";"ConQ";2
"ysqle-trec-2010-12-1";"wall hung toilet";"ConQ";2
"ysqle-trec-2010-120-0";"flame designs";"ConQ";1
"ysqle-trec-2010-120-1";"flame designs car motorcycle";"ConQ";1
"ysqle-trec-2010-121-0";"music man performances";"ConQ";2
"ysqle-trec-2010-121-1";"music man script";"ConQ";2
"ysqle-trec-2010-122-0";"gps devices";"CatQ";100
"ysqle-trec-2010-122-1";"garmin";"LQ";2
"ysqle-trec-2010-123-0";"diet";"ConQ";1
"ysqle-trec-2010-123-1";"low carb diet";"ConQ";1
"ysqle-trec-2010-124-0";"patriots point museum";"LQ";2
"ysqle-trec-2010-124-1";"uss yorktown";"LQ";2
"ysqle-trec-2010-125-0";"liquids in carry-on";"ConQ";1
"ysqle-trec-2010-125-1";"air travel information";"ConQ";1
"ysqle-trec-2010-126-0";"evergreen solar";"LQ";1
"ysqle-trec-2010-127-0";"raised garden pics";"ConQ";1
"ysqle-trec-2010-127-1";"building raised garden bed";"ConQ";1
"ysqle-trec-2010-128-0";"hangul";"ConQ";1
"ysqle-trec-2010-128-1";"korean language";"ConQ";2
"ysqle-trec-2010-129-0";"the current";"LQ";2
"ysqle-trec-2010-129-1";"the current jersey";"ConQ";2
"ysqle-trec-2010-13-0";"chain link wood fence material";"ConQ";1
"ysqle-trec-2010-13-1";"fence material";"ConQ";1
"ysqle-trec-2010-130-0";"cell phones";"CatQ";100
"ysqle-trec-2010-130-1";"sprint";"LQ";2
"ysqle-trec-2010-131-1";"horse hooves anatomy";"ConQ";1
"ysqle-trec-2010-132-0";"disneyland special offers";"ConQ";1
"ysqle-trec-2010-132-1";"disneyland";"ConQ";1
"ysqle-trec-2010-133-0";"dog heat stroke symptoms";"ConQ";1
"ysqle-trec-2010-133-1";"dog heat illnesses";"ConQ";1
"ysqle-trec-2010-134-0";"poker tournaments";"CatQ";100
"ysqle-trec-2010-134-1";"texas hold em";"LQ";1
"ysqle-trec-2010-135-0";"soralfun";"ConQ";1
"ysqle-trec-2010-135-1";"evergreen";"LQ";2
"ysqle-trec-2010-136-0";"web hosting services small business";"CatQ";100
"ysqle-trec-2010-136-1";"web hosting";"ConQ";1
"ysqle-trec-2010-137-0";"heart rate";"ConQ";1
"ysqle-trec-2010-137-1";"slow fast heart rate";"ConQ";1
"ysqle-trec-2010-138-0";"dinosaurs";"CatQ";100
"ysqle-trec-2010-138-1";"dinosaurs pics";"ConQ";100
"ysqle-trec-2010-139-0";"wood to build raised garden bed";"ConQ";1
"ysqle-trec-2010-139-1";"build raised garden bed";"ConQ";1
"ysqle-trec-2010-14-0";"avp";"LQ";2
"ysqle-trec-2010-14-1";"avp antivirus";"LQ";2
"ysqle-trec-2010-141-0";"cuttle fish bone";"ConQ";1
"ysqle-trec-2010-141-1";"cuttlebone casting";"ConQ";2
"ysqle-trec-2010-142-0";"michworks";"ConQ";2
"ysqle-trec-2010-142-1";"michigan unemployed";"ConQ";1
"ysqle-trec-2010-143-1";"obama mother bio";"ConQ";2
"ysqle-trec-2010-144-0";"horse hooves care and treatment";"ConQ";2
"ysqle-trec-2010-144-1";"horse hooves";"ConQ";1
"ysqle-trec-2010-145-0";"parts american standard";"ConQ";2
"ysqle-trec-2010-145-1";"wall hung kohler";"ConQ";1
"ysqle-trec-2010-146-0";"atari";"LQ";1
"ysqle-trec-2010-146-1";"atari arcade";"LQ";1
"ysqle-trec-2010-147-0";"afghanistan war";"ConQ";2
"ysqle-trec-2010-147-1";"afghanistan history";"ConQ";2
"ysqle-trec-2010-148-0";"arizona game and fish department";"LQ";1
"ysqle-trec-2010-148-1";"arizona regulations hunting fishing";"ConQ";2
"ysqle-trec-2010-149-1";"practice gmat exams";"ConQ";1
"ysqle-trec-2010-15-1";"french lick resort and casino discounts";"ConQ";2
"ysqle-trec-2010-150-0";"wedding shower theme ideas budget";"ConQ";1
"ysqle-trec-2010-150-1";"wedding shower ideas";"ConQ";1
"ysqle-trec-2010-16-0";"disneyland offers";"ConQ";2
"ysqle-trec-2010-16-1";"disneyland hotels";"ConQ";2
"ysqle-trec-2010-17-0";"injuries forearm pain";"ConQ";1
"ysqle-trec-2010-17-1";"forearm pain";"ConQ";1
"ysqle-trec-2010-18-0";"dog adoption";"ConQ";1
"ysqle-trec-2010-18-1";"organization dog adoption";"CatQ";100
"ysqle-trec-2010-19-0";"resting heart rate";"ConQ";1
"ysqle-trec-2010-19-1";"heart rate blood pressure cholesterol";"ConQ";1
"ysqle-trec-2010-2-0";"hoboken";"LQ";2
"ysqle-trec-2010-2-1";"hoboken nightlife";"ConQ";1
"ysqle-trec-2010-20-1";"fantasy football leagues";"CatQ";10
"ysqle-trec-2010-21-0";"comcast";"LQ";2
"ysqle-trec-2010-21-1";"cheap dsl providers";"CatQ";4
"ysqle-trec-2010-22-1";"walking with dinosaurs bbc";"LQ";1
"ysqle-trec-2010-23-1";"new ps 2 games";"CatQ";4
"ysqle-trec-2010-24-0";"low cost internet providers";"CatQ";4
"ysqle-trec-2010-24-1";"providers free wireless";"CatQ";100
"ysqle-trec-2010-25-0";"bart schedules and fares";"ConQ";2
"ysqle-trec-2010-25-1";"bart map";"ConQ";1
"ysqle-trec-2010-26-0";"flame pics";"ConQ";1
"ysqle-trec-2010-26-1";"flames decals";"ConQ";1
"ysqle-trec-2010-27-0";"volvo";"LQ";2
"ysqle-trec-2010-27-1";"volvo semi trucks";"CatQ";10
"ysqle-trec-2010-28-0";"autozone.com";"LQ";1
"ysqle-trec-2010-29-0";"best elliptical trainers for home use";"ConQ";4
"ysqle-trec-2010-29-1";"elliptical trainers";"CatQ";100
"ysqle-trec-2010-3-0";"diabetes education videos books";"CatQ";100
"ysqle-trec-2010-30-0";"mitchell college";"LQ";1
"ysqle-trec-2010-30-1";"compare mitchell college";"ConQ";1
"ysqle-trec-2010-31-0";"spyware";"ConQ";1
"ysqle-trec-2010-31-1";"trojan horse";"ConQ";1
"ysqle-trec-2010-32-0";"history crossword puzzles";"ConQ";2
"ysqle-trec-2010-32-1";"history games";"CatQ";100
"ysqle-trec-2010-33-0";"balance starbucks gift card";"ConQ";2
"ysqle-trec-2010-33-1";"starbucks gift card";"ConQ";2
"ysqle-trec-2010-34-0";"espn nba finals highlights";"ConQ";2
"ysqle-trec-2010-34-1";"nba finals highlights";"ConQ";2
"ysqle-trec-2010-35-0";"computer worms";"CatQ";100
"ysqle-trec-2010-35-1";"malware";"CatQ";100
"ysqle-trec-2010-36-0";"the sun";"LQ";2
"ysqle-trec-2010-36-1";"the sun newspaper";"LQ";2
"ysqle-trec-2010-37-0";"sun spot activity";"ConQ";2
"ysqle-trec-2010-37-1";"sun spot earthquake";"ConQ";2
"ysqle-trec-2010-38-0";"djs";"CatQ";100
"ysqle-trec-2010-38-1";"djs jobs";"CatQ";100
"ysqle-trec-2010-39-0";"scythe";"LQ";2
"ysqle-trec-2010-39-1";"scythe mythology";"ConQ";2
"ysqle-trec-2010-4-0";"neil young albums";"CatQ";10
"ysqle-trec-2010-4-1";"neil young tour dates";"CatQ";2
"ysqle-trec-2010-40-0";"fried rice recipes";"ConQ";1
"ysqle-trec-2010-40-1";"rice recipes";"ConQ";1
"ysqle-trec-2010-41-0";"kcs";"LQ";1
"ysqle-trec-2010-41-1";"kcs petrohawk";"ConQ";2
"ysqle-trec-2010-42-0";"er download watch online";"ConQ";2
"ysqle-trec-2010-42-1";"er episodes";"CatQ";100
"ysqle-trec-2010-43-0";"fabric glue";"CatQ";100
"ysqle-trec-2010-43-1";"fabric adhesive";"CatQ";100
"ysqle-trec-2010-44-0";"madagascar penguin pics";"ConQ";1
"ysqle-trec-2010-44-1";"animated penguin pics";"ConQ";1
"ysqle-trec-2010-45-0";"continental drifting";"ConQ";2
"ysqle-trec-2010-45-1";"plate tectonics";"ConQ";2
"ysqle-trec-2010-46-0";"inuyasha";"LQ";2
"ysqle-trec-2010-46-1";"inuyasha games";"CatQ";2
"ysqle-trec-2010-47-0";"pink floyd the wall";"LQ";2
"ysqle-trec-2010-47-1";"pink floyd the wall movie";"LQ";1
"ysqle-trec-2010-48-0";"facial flushing and high blood pressure";"ConQ";1
"ysqle-trec-2010-48-1";"facial flushing";"ConQ";1
"ysqle-trec-2010-49-0";"buy used car parts online";"ConQ";1
"ysqle-trec-2010-5-0";"low carb high fat diet";"ConQ";1
"ysqle-trec-2010-5-1";"list of diets";"CatQ";1
"ysqle-trec-2010-50-0";"tornadoes";"CatQ";100
"ysqle-trec-2010-50-1";"forecasting tornadoes";"ConQ";1
"ysqle-trec-2010-51-0";"solar panels";"CatQ";100
"ysqle-trec-2010-51-1";"solar panels nano-technology";"CatQ";100
"ysqle-trec-2010-52-0";"purpose driven life warren";"LQ";1
"ysqle-trec-2010-52-1";"obama mccain debate";"ConQ";2
"ysqle-trec-2010-53-0";"gps receivers";"CatQ";100
"ysqle-trec-2010-53-1";"digital cameras gps";"CatQ";100
"ysqle-trec-2010-54-0";"adopting a dog";"ConQ";1
"ysqle-trec-2010-54-1";"humane society";"ConQ";2
"ysqle-trec-2010-55-0";"bobcat tractor";"CatQ";10
"ysqle-trec-2010-55-1";"bobcat tractor attachment";"CatQ";10
"ysqle-trec-2010-56-0";"hunting";"ConQ";2
"ysqle-trec-2010-56-1";"hunting arizona";"ConQ";2
"ysqle-trec-2010-57-1";"how to build a chain link fence";"ConQ";1
"ysqle-trec-2010-58-0";"workplace diversity";"ConQ";1
"ysqle-trec-2010-58-1";"diversity training";"ConQ";1
"ysqle-trec-2010-59-0";"ocd beckham";"ConQ";2
"ysqle-trec-2010-59-1";"ocd famous sufferers";"CatQ";10
"ysqle-trec-2010-6-0";"euclid trucks";"CatQ";10
"ysqle-trec-2010-6-1";"euclid trucks parts";"CatQ";100
"ysqle-trec-2010-60-0";"getting organized office";"ConQ";1
"ysqle-trec-2010-60-1";"container store";"LQ";2
"ysqle-trec-2010-61-0";"us map";"ConQ";2
"ysqle-trec-2010-61-1";"us map states and capitals";"ConQ";2
"ysqle-trec-2010-62-0";"diabetes education posters";"ConQ";1
"ysqle-trec-2010-62-1";"nih diabetes";"ConQ";2
"ysqle-trec-2010-63-0";"poker vegas";"ConQ";1
"ysqle-trec-2010-63-1";"poker atlantic city";"ConQ";1
"ysqle-trec-2010-64-0";"pampered chef";"LQ";1
