"ID";"TASK";"QUERY";"CAT";"DIFFICULTY";"MENTION#0";"URL#0";"RELEVANCE#0";"MENTION#1";"URL#1";"RELEVANCE#1";"MENTION#2";"URL#2";"RELEVANCE#2";"MENTION#3";"URL#3";"RELEVANCE#3";"MENTION#4";"URL#4";"RELEVANCE#4";"MENTION#5";"URL#5";"RELEVANCE#5";"MENTION#6";"URL#6";"RELEVANCE#6";"MENTION#7";"URL#7";"RELEVANCE#7";"MENTION#8";"URL#8";"RELEVANCE#8";"MENTION#9";"URL#9";"RELEVANCE#9";;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-trec-2010-132-1";"imer";"disneyland";"LQ";2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-trec-2010-94-0";"exer";"disneyland hotel";"LQ";2;"disneyland hotel";"https://en.wikipedia.org/wiki/Disneyland_Hotel_(California)";2;"disneyland hotel";"https://en.wikipedia.org/wiki/Disneyland_Hotel_(Paris)";2;"disneyland hotel";"https://en.wikipedia.org/wiki/Hong_Kong_Disneyland_Hotel";2;"disneyland hotel";"https://en.wikipedia.org/wiki/Tokyo_Disneyland_Hotel";2;"disneyland";"https://en.wikipedia.org/wiki/Disneyland";2;"disneyland";"https://en.wikipedia.org/wiki/Tokyo_Disneyland";1;"disneyland";"https://en.wikipedia.org/wiki/Disneyland_Park_(Paris)";1;"disneyland";"https://en.wikipedia.org/wiki/Hong_Kong_Disneyland";1;"disneyland";"https://en.wikipedia.org/wiki/Disneyland";2;"disneyland";"https://en.wikipedia.org/wiki/Tokyo_Disneyland";2;"disneyland";"https://en.wikipedia.org/wiki/Disneyland_Park_(Paris)";2;"disneyland";"https://en.wikipedia.org/wiki/Hong_Kong_Disneyland";2;"disneyland";"https://en.wikipedia.org/wiki/Shanghai_Disneyland_Park";2;"disneyland";"https://en.wikipedia.org/wiki/Disneyland_Resort";2;"disneyland";"https://en.wikipedia.org/wiki/Disneyland_Paris";2;"disneyland";"https://en.wikipedia.org/wiki/Hong_Kong_Disneyland_Resort";2;;;;;;;;;
"ysqle-trec-2010-94-0";"imer";"disneyland hotel";"LQ";2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-trec-2010-94-1";"exer";"disneyland hotel reviews";"ConQ";2;"disneyland hotel";"https://en.wikipedia.org/wiki/Disneyland_Hotel_(California)";2;"disneyland hotel";"https://en.wikipedia.org/wiki/Disneyland_Hotel_(Paris)";2;"disneyland hotel";"https://en.wikipedia.org/wiki/Hong_Kong_Disneyland_Hotel";2;"disneyland hotel";"https://en.wikipedia.org/wiki/Tokyo_Disneyland_Hotel";2;"disneyland";"https://en.wikipedia.org/wiki/Disneyland";2;"disneyland";"https://en.wikipedia.org/wiki/Tokyo_Disneyland";1;"disneyland";"https://en.wikipedia.org/wiki/Disneyland_Park_(Paris)";1;"disneyland";"https://en.wikipedia.org/wiki/Hong_Kong_Disneyland";1;"disneyland";"https://en.wikipedia.org/wiki/Disneyland";2;"disneyland";"https://en.wikipedia.org/wiki/Tokyo_Disneyland";2;"disneyland";"https://en.wikipedia.org/wiki/Disneyland_Park_(Paris)";2;"disneyland";"https://en.wikipedia.org/wiki/Hong_Kong_Disneyland";2;"disneyland";"https://en.wikipedia.org/wiki/Shanghai_Disneyland_Park";2;"disneyland";"https://en.wikipedia.org/wiki/Disneyland_Resort";2;"disneyland";"https://en.wikipedia.org/wiki/Disneyland_Paris";2;"disneyland";"https://en.wikipedia.org/wiki/Hong_Kong_Disneyland_Resort";2;;;;;;;;;
"ysqle-trec-2010-94-1";"imer";"disneyland hotel reviews";"ConQ";2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-trec-2010-16-1";"exer";"disneyland hotels";"CatQ";2;"disneyland";"https://en.wikipedia.org/wiki/Disneyland";2;"disneyland";"https://en.wikipedia.org/wiki/Tokyo_Disneyland";2;"disneyland";"https://en.wikipedia.org/wiki/Disneyland_Park_(Paris)";2;"disneyland";"https://en.wikipedia.org/wiki/Hong_Kong_Disneyland";2;"disneyland";"https://en.wikipedia.org/wiki/Shanghai_Disneyland_Park";2;"disneyland";"https://en.wikipedia.org/wiki/Disneyland_Resort";2;"disneyland";"https://en.wikipedia.org/wiki/Disneyland_Paris";2;"disneyland";"https://en.wikipedia.org/wiki/Hong_Kong_Disneyland_Resort";2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-trec-2010-16-1";"imer";"disneyland hotels";"CatQ";2;"hotels";"https://en.wikipedia.org/wiki/Disneyland_Hotel_(California)";2;"hotels";"https://en.wikipedia.org/wiki/Disneyland_Hotel_(Paris)";2;"hotels";"https://en.wikipedia.org/wiki/Hong_Kong_Disneyland_Hotel";2;"hotels";"https://en.wikipedia.org/wiki/Tokyo_Disneyland_Hotel";2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-trec-2010-16-0";"exer";"disneyland offers";"ConQ";2;"disneyland";"https://en.wikipedia.org/wiki/Disneyland";2;"disneyland";"https://en.wikipedia.org/wiki/Tokyo_Disneyland";2;"disneyland";"https://en.wikipedia.org/wiki/Disneyland_Park_(Paris)";2;"disneyland";"https://en.wikipedia.org/wiki/Hong_Kong_Disneyland";2;"disneyland";"https://en.wikipedia.org/wiki/Shanghai_Disneyland_Park";2;"disneyland";"https://en.wikipedia.org/wiki/Disneyland_Resort";2;"disneyland";"https://en.wikipedia.org/wiki/Disneyland_Paris";2;"disneyland";"https://en.wikipedia.org/wiki/Hong_Kong_Disneyland_Resort";2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-trec-2010-16-0";"imer";"disneyland offers";"ConQ";2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-trec-2010-132-0";"exer";"disneyland special offers";"ConQ";2;"disneyland";"https://en.wikipedia.org/wiki/Disneyland";2;"disneyland";"https://en.wikipedia.org/wiki/Tokyo_Disneyland";2;"disneyland";"https://en.wikipedia.org/wiki/Disneyland_Park_(Paris)";2;"disneyland";"https://en.wikipedia.org/wiki/Hong_Kong_Disneyland";2;"disneyland";"https://en.wikipedia.org/wiki/Shanghai_Disneyland_Park";2;"disneyland";"https://en.wikipedia.org/wiki/Disneyland_Resort";2;"disneyland";"https://en.wikipedia.org/wiki/Disneyland_Paris";2;"disneyland";"https://en.wikipedia.org/wiki/Hong_Kong_Disneyland_Resort";2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-trec-2010-132-0";"imer";"disneyland special offers";"ConQ";2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-trec-2013-87-1";"exer";"distance new york boston";"ConQ";10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-trec-2013-87-1";"imer";"distance new york boston";"ConQ";10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-yahoo-20-1";"exer";"ditka suffers stroke";"ConQ";2;"ditka";"https://en.wikipedia.org/wiki/Mike_Ditka";2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-yahoo-20-1";"imer";"ditka suffers stroke";"ConQ";2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-trec-2010-115-0";"exer";"diversity";"ConQ, LQ";2;"diversity";"https://en.wikipedia.org/wiki/Diversity_(album)";2;"diversity";"https://en.wikipedia.org/wiki/Diversity_(dance_troupe)";2;"diversity";"https://en.wikipedia.org/wiki/Diversity_FM";1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-trec-2010-115-0";"imer";"diversity";"ConQ, LQ";2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-trec-2010-58-1";"exer";"diversity training";"ConQ";1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-trec-2010-58-1";"imer";"diversity training";"ConQ";1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-trec-2010-81-1";"exer";"dj jobs";"ConQ";1;"dj";"https://en.wikipedia.org/wiki/DJ_Magazine";1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-trec-2010-81-1";"imer";"dj jobs";"ConQ";1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-trec-2013-72-7";"exer";"do infants age 0-12 months experience different developmental milestones depending on culture";"QQ";1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-trec-2013-72-7";"imer";"do infants age 0-12 months experience different developmental milestones depending on culture";"QQ";1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-yahoo-254-3";"exer";"dodog";"LQ";1;"dodog";"http://www.dodog.de/";2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-yahoo-254-3";"imer";"dodog";"LQ";1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-trec-2013-66-2";"exer";"does gun control reduce gun violence";"QQ";1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-trec-2013-66-2";"imer";"does gun control reduce gun violence";"QQ";1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-yahoo-2-0";"exer";"does rye bread have wheat in it";"QQ";1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-yahoo-2-0";"imer";"does rye bread have wheat in it";"QQ";1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-trec-2010-18-0";"exer";"dog adoption";"ConQ";1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-trec-2010-18-0";"imer";"dog adoption";"ConQ";1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-yahoo-113-0";"exer";"dog anal glands";"ConQ";1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-yahoo-113-0";"imer";"dog anal glands";"ConQ";1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"erd14-TREC-18";"exer";"dog clean up bags";"ConQ";10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"erd14-TREC-18";"imer";"dog clean up bags";"ConQ";10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-trec-2010-85-0";"exer";"dog heat";"ConQ";10;;"https://en.wikipedia.org/wiki/Heat_(1972_film)";1;;"https://en.wikipedia.org/wiki/Heat_(1986_film)";1;;"https://en.wikipedia.org/wiki/Heat_(1995_film)";1;;"https://en.wikipedia.org/wiki/Heat_(1996_film)";1;;"https://en.wikipedia.org/wiki/Heat_(2006_film)";1;;"https://en.wikipedia.org/wiki/Heat_(TV_channel)";1;;"https://en.wikipedia.org/wiki/Heat_(TV_series)";1;;"https://en.wikipedia.org/wiki/Heat_(Buffy/Angel_novel)";1;;"https://en.wikipedia.org/wiki/Heat_(Goldman_novel)";1;;"https://en.wikipedia.org/wiki/Heat_(Lupica_novel)";1;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-trec-2010-85-0";"imer";"dog heat";"ConQ";10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-trec-2010-85-1";"exer";"dog heat breeding";"ConQ";1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-trec-2010-85-1";"imer";"dog heat breeding";"ConQ";1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-trec-2010-133-1";"exer";"dog heat illnesses";"ConQ";1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-trec-2010-133-1";"imer";"dog heat illnesses";"ConQ";1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-trec-2010-133-0";"exer";"dog heat stroke symptoms";"ConQ";1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-trec-2010-133-0";"imer";"dog heat stroke symptoms";"ConQ";1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"erd14-TREC-19";"exer";"dogs for adoption";"ConQ";2;"dogs";"https://en.wikipedia.org/wiki/Dogs_(British_band)";1;"dogs";"https://en.wikipedia.org/wiki/Dogs_(French_band)";1;"dogs";"https://en.wikipedia.org/wiki/The_Dogs_(US_punk_band)";1;"dogs";"https://en.wikipedia.org/wiki/The_Dogs";1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"erd14-TREC-19";"imer";"dogs for adoption";"ConQ";2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-yahoo-129-0";"exer";"dollar euro exchange rate";"ConQ";1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-yahoo-129-0";"imer";"dollar euro exchange rate";"ConQ";1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-yahoo-73-1";"exer";"dolly parton shoots down nickname";"ConQ";1;"dolly parton";"https://en.wikipedia.org/wiki/Dolly_Parton";2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-yahoo-73-1";"imer";"dolly parton shoots down nickname";"ConQ";1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-yahoo-495-6";"exer";"doma supreme court";"ConQ";2;"doma";"https://en.wikipedia.org/wiki/Defense_of_Marriage_Act";2;"supreme court";"https://en.wikipedia.org/wiki/Supreme_Court_of_the_United_States";2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-yahoo-495-6";"imer";"doma supreme court";"ConQ";2;"doma supreme court";"https://en.wikipedia.org/wiki/United_States_v._Windsor";2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-yahoo-385-0";"exer";"dominos pizzas";"LQ";1;"dominos pizzas";"https://en.wikipedia.org/wiki/Domino%27s_Pizza";2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-yahoo-385-0";"imer";"dominos pizzas";"LQ";1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-yahoo-452-0";"exer";"dora games";"CatQ, LQ";10;"dora";"https://en.wikipedia.org/wiki/Dora_the_Explorer";2;"dora games";"http://www.dora-games.net/";1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-yahoo-452-0";"imer";"dora games";"CatQ, LQ";10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-yahoo-402-0";"exer";"downtown san antonio map";"ConQ";10;"downtown san antonio";"https://en.wikipedia.org/wiki/Downtown_San_Antonio";2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-yahoo-402-0";"imer";"downtown san antonio map";"ConQ";10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-yahoo-517-4";"exer";"dr. ben carson";"LQ";1;"dr. ben carson";"https://en.wikipedia.org/wiki/Ben_Carson";2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-yahoo-517-4";"imer";"dr. ben carson";"LQ";1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-yahoo-127-1";"exer";"drudge report";"ConQ, LQ";1;"drudge report";"https://en.wikipedia.org/wiki/Drudge_Report";2;"drudge";"https://en.wikipedia.org/wiki/Drudge_(TV_series)";1;"report";"https://en.wikipedia.org/wiki/Report_(newsmagazine)";1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-yahoo-127-1";"imer";"drudge report";"ConQ, LQ";1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-trec-2013-107-0";"exer";"dulles airport";"ConQ, LQ";2;"dulles airport";"https://en.wikipedia.org/wiki/Washington_Dulles_International_Airport";2;"dulles";"https://en.wikipedia.org/wiki/Dulles,_Virginia";2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-trec-2013-107-0";"imer";"dulles airport";"ConQ, LQ";2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-trec-2013-23-1";"exer";"dulles airport location";"RQ";2;"dulles airport";"https://en.wikipedia.org/wiki/Washington_Dulles_International_Airport";2;"dulles";"https://en.wikipedia.org/wiki/Dulles,_Virginia";2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-trec-2013-23-1";"imer";"dulles airport location";"RQ";2;"location";"https://en.wikipedia.org/wiki/Loudoun_County,_Virginia";2;"location";"https://en.wikipedia.org/wiki/Fairfax_County,_Virginia";2;"location";"https://en.wikipedia.org/wiki/Virginia";2;"location";"https://en.wikipedia.org/wiki/Dulles,_Virginia";2;"location";"https://en.wikipedia.org/wiki/Chantilly,_Virginia";2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-trec-2013-24-1";"exer";"dulles airport virginia";"LQ";2;"dulles airport virginia";"https://en.wikipedia.org/wiki/Washington_Dulles_International_Airport";2;"dulles";"https://en.wikipedia.org/wiki/Dulles,_Virginia";2;"virginia";"https://en.wikipedia.org/wiki/Virginia";2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-trec-2013-24-1";"imer";"dulles airport virginia";"LQ";2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-trec-2013-24-2";"exer";"dulles airport virginia transport to other cities";"ConQ";2;"dulles airport virginia";"https://en.wikipedia.org/wiki/Washington_Dulles_International_Airport";2;"dulles";"https://en.wikipedia.org/wiki/Dulles,_Virginia";2;"virginia";"https://en.wikipedia.org/wiki/Virginia";2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-trec-2013-24-2";"imer";"dulles airport virginia transport to other cities";"ConQ";2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-trec-2013-23-3";"exer";"dulles metro stop";"CatQ";10;"dulles metro stop";"https://en.wikipedia.org/wiki/Dulles_International_Airport_station";2;"dulles";"https://en.wikipedia.org/wiki/Dulles,_Virginia";2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-trec-2013-23-3";"imer";"dulles metro stop";"CatQ";10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-trec-2011-24-0";"exer";"dupont science essay contest";"LQ";1;"dupont science essay contest";"http://thechallenge.dupont.com/";2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-trec-2011-24-0";"imer";"dupont science essay contest";"LQ";1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-trec-2011-24-1";"exer";"dupont science essay contest history";"ConQ";1;"dupont science essay contest";"http://thechallenge.dupont.com/";2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-trec-2011-24-1";"imer";"dupont science essay contest history";"ConQ";1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-yahoo-289-2";"exer";"dust in the wind youtube";"ConQ";2;"dust in the wind";"https://en.wikipedia.org/wiki/Dust_in_the_Wind";2;"dust in the wind";"https://en.wikipedia.org/wiki/Dust_in_the_Wind_(film)";2;"youtube";"https://en.wikipedia.org/wiki/YouTube";2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-yahoo-289-2";"imer";"dust in the wind youtube";"ConQ";2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"erd14-TREC-20";"exer";"dutchess county tourism";"ConQ";1;"dutchess county";"https://en.wikipedia.org/wiki/Dutchess_County";2;"tourism";"https://en.wikipedia.org/wiki/Tourism_(Roxette_album)";1;"tourism";"https://en.wikipedia.org/wiki/Tourism_(Leftfield_album)";1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"erd14-TREC-20";"imer";"dutchess county tourism";"ConQ";1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-yahoo-139-2";"exer";"dwyane wade and gabrielle union";"ConQ";1;"gabrielle union";"https://en.wikipedia.org/wiki/Gabrielle_Union";2;"dwyane wade";"https://en.wikipedia.org/wiki/Dwyane_Wade";2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-yahoo-139-2";"imer";"dwyane wade and gabrielle union";"ConQ";1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-yahoo-356-0";"exer";"dwts elimination";"ConQ";2;"dwts";"https://en.wikipedia.org/wiki/Dancing_with_the_Stars";2;"elimination";"https://en.wikipedia.org/wiki/Elimination_(Jughead%27s_Revenge_album)";1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-yahoo-356-0";"imer";"dwts elimination";"ConQ";2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-yahoo-492-0";"exer";"ea ncaa football 2014";"LQ";1;"ea ncaa football 2014";"https://en.wikipedia.org/wiki/NCAA_Football_14";2;"ea";"https://en.wikipedia.org/wiki/Electronic_Arts";2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-yahoo-492-0";"imer";"ea ncaa football 2014";"LQ";1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"esdbpediav2-SemSearch_ES-111";"exer";"eagle rock ca";"LQ";1;"eagle rock ca";"https://en.wikipedia.org/wiki/Eagle_Rock,_Los_Angeles";2;"ca";"https://en.wikipedia.org/wiki/California";2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"esdbpediav2-SemSearch_ES-111";"imer";"eagle rock ca";"LQ";1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"erd14-TREC-21";"exer";"earn money at home";"ConQ";2;"home";"https://en.wikipedia.org/wiki/Home,_Kansas";1;"home";"https://en.wikipedia.org/wiki/Home,_Pennsylvania";1;"home";"https://en.wikipedia.org/wiki/Home,_Washington";1;"home";"https://en.wikipedia.org/wiki/Home,_West_Virginia";1;"home";"https://en.wikipedia.org/wiki/HOME_(Manchester)";1;"home";"https://en.wikipedia.org/wiki/HOME_Investment_Partnerships_Program";1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"erd14-TREC-21";"imer";"earn money at home";"ConQ";2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-trec-2010-113-1";"exer";"earn money at home scam";"ConQ";2;"home";"https://en.wikipedia.org/wiki/Home,_Kansas";1;"home";"https://en.wikipedia.org/wiki/Home,_Pennsylvania";1;"home";"https://en.wikipedia.org/wiki/Home,_Washington";1;"home";"https://en.wikipedia.org/wiki/Home,_West_Virginia";1;"home";"https://en.wikipedia.org/wiki/HOME_(Manchester)";1;"home";"https://en.wikipedia.org/wiki/HOME_Investment_Partnerships_Program";1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-trec-2010-113-1";"imer";"earn money at home scam";"ConQ";2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ysqle-trec-2011-18-0";"exer";"earthquake data";"ConQ";2;"earthquake";"https://en.wikipedia.org/wiki/Earthquake_(comics)";1;"earthquake";"https://en.wikipedia.org/wiki/Earthquake_(Samurai_Shodown)";1;"earthquake";"https://en.wikipedia.org/wiki/Earthquake_(film)";1;"earthquake";"https://en.wikipedia.org/wiki/Earthquake_(2016_film)";1;"earthquake";"https://en.wikipedia.org/wiki/Earthquake_(album)";1;"earthquake";"https://en.wikipedia.org/wiki/Earthquake_(DJ_Fresh_and_Diplo_song)";1;"earthquake";"https://en.wikipedia.org/wiki/Earthquake_(Labrinth_song)";1;"earthquake";"https://en.wikipedia.org/wiki/Earthquake_(Lil_Wayne_song)";1;"earthquake";"https://en.wikipedia.org/wiki/Earthquake_(Little_Boots_song)";1;"earthquake";"https://en.wikipedia.org/wiki/Earthquake_(M%C3%BDa_song)";1;"earthquake";"https://en.wikipedia.org/wiki/Earthquake_(comedian)";1;;;;;;;;;;;;;;;;;;;;;;;;
