"ID";"QUERY";"CAT";"DIFFICULTY";"MENTION#0";"URL#0";"RELEVANCE#0";"MENTION#1";"URL#1";"RELEVANCE#1";"MENTION#2";"URL#2";"RELEVANCE#2";"MENTION#3";"URL#3";"RELEVANCE#3";"MENTION#4";"URL#4";"RELEVANCE#4";"MENTION#5";"URL#5";"RELEVANCE#5";"MENTION#6";"URL#6";"RELEVANCE#6";"MENTION#7";"URL#7";"RELEVANCE#7";"MENTION#8";"URL#8";"RELEVANCE#8";"MENTION#9";"URL#9";"RELEVANCE#9";"Unnamed: 35";"Unnamed: 36";"Unnamed: 37";"Unnamed: 38";"Unnamed: 39";"Unnamed: 40";"Unnamed: 41";"Unnamed: 42";"Unnamed: 43";"Unnamed: 44";"Unnamed: 45";"Unnamed: 46";"Unnamed: 47";"Unnamed: 48";"Unnamed: 49";"Unnamed: 50";"Unnamed: 51";"Unnamed: 52";"Unnamed: 53";"Unnamed: 54";"Unnamed: 55";"Unnamed: 56";"Unnamed: 57";"Unnamed: 58";"Unnamed: 59";"Unnamed: 60";"Unnamed: 61"
"ysqle-yahoo-13-9";"facebook log";"ConQ";"2";"facebook";"https://en.wikipedia.org/wiki/Facebook";"2.0";"log";"https://en.wikipedia.org/wiki/Log_(magazine)";"1.0";"log";"https://en.wikipedia.org/wiki/Log,_Russia";"1.0";"log";"https://en.wikipedia.org/wiki/Log,_Kranjska_Gora";"1.0";"log";"https://en.wikipedia.org/wiki/Log,_Lukovica";"1.0";"log";"https://en.wikipedia.org/wiki/Log,_Mokronog-Trebelno";"1.0";"log";"https://en.wikipedia.org/wiki/Log,_Rogatec";"1.0";"log";"https://en.wikipedia.org/wiki/Log,_Ru%C5%A1e";"1.0";"log";"https://en.wikipedia.org/wiki/Log,_Sevnica";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"ysqle-yahoo-456-0";"facebook log in";"ConQ";"1";"facebook";"https://en.wikipedia.org/wiki/Facebook";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"ysqle-yahoo-68-1";"facebook login";"ConQ";"1";"facebook";"https://en.wikipedia.org/wiki/Facebook";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"ysqle-yahoo-150-0";"facebook obama slur";"ConQ";"2";"facebook";"https://en.wikipedia.org/wiki/Facebook";"2.0";"obama";"https://en.wikipedia.org/wiki/Barack_Obama";"2.0";"obama";"https://en.wikipedia.org/wiki/Michelle_Obama";"1.0";"obama";"https://en.wikipedia.org/wiki/Sarah_Onyango_Obama";"1.0";"obama";"https://en.wikipedia.org/wiki/Florent_Obama";"1.0";"obama";"https://en.wikipedia.org/wiki/J%C5%8Dk%C5%8D_Obama";"1.0";"obama";"https://en.wikipedia.org/wiki/Natsuki_Obama";"1.0";"obama";"https://en.wikipedia.org/wiki/Youssef_Obama";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"ysqle-yahoo-357-1";"facebook sign up";"ConQ";"1";"facebook";"https://en.wikipedia.org/wiki/Facebook";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"ysqle-yahoo-448-1";"facebook yahoo.com";"ConQ";"1";"facebook";"https://en.wikipedia.org/wiki/Facebook";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"ysqle-yahoo-331-0";"facebook.com";"RLQ";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"ysqle-trec-2010-48-1";"facial flushing";"ConQ";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"ysqle-trec-2010-48-0";"facial flushing and high blood pressure";"ConQ";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"erd14-TREC-26";"fact on uranus";"ConQ";"2";"uranus";"https://en.wikipedia.org/wiki/Uranus";"2.0";"uranus";"https://en.wikipedia.org/wiki/Uranus_(mythology)";"2.0";"uranus";"https://en.wikipedia.org/wiki/Uranus_(EP)";"2.0";"uranus";"https://en.wikipedia.org/wiki/Uranus_(film)";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"ysqle-yahoo-516-5";"fandango movies times";"ConQ";"1";"fandango";"https://en.wikipedia.org/wiki/Fandango_(company)";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"ysqle-yahoo-516-7";"fandango.com";"RLQ";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"ysqle-yahoo-456-2";"fargo forum";"ConQ, LQ";"1";"fargo forum";"https://en.wikipedia.org/wiki/The_Forum_of_Fargo-Moorhead";"2.0";"fargo";"https://en.wikipedia.org/wiki/Fargo,_North_Dakota";"1.0";"fargo";"https://en.wikipedia.org/wiki/Fargo_(film)";"1.0";"fargo";"https://en.wikipedia.org/wiki/Fargo_(TV_series)";"1.0";"fargo";"https://en.wikipedia.org/wiki/Fargo,_Arkansas";"1.0";"fargo";"https://en.wikipedia.org/wiki/Fargo,_California";"1.0";"fargo";"https://en.wikipedia.org/wiki/Fargo,_Georgia";"1.0";"fargo";"https://en.wikipedia.org/wiki/Fargo,_Indiana";"1.0";"fargo";"https://en.wikipedia.org/wiki/Fargo,_Ohio";"1.0";"fargo";"https://en.wikipedia.org/wiki/Fargo,_Oklahoma";"1.0";"fargo";"https://en.wikipedia.org/wiki/Fargo,_Wisconsin";"1.0";"fargo";"https://en.wikipedia.org/wiki/FARGO_(programming_language)";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"ysqle-yahoo-426-5";"fathead sports";"ConQ";"1";"fathead";"https://en.wikipedia.org/wiki/Fathead_(brand)";"2.0";"fathead";"https://en.wikipedia.org/wiki/Fathead_(musician)";"1.0";"fathead";"https://en.wikipedia.org/wiki/Fathead_(band)";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"ysqle-yahoo-264-0";"fay observer";"LQ";"1";"fay observer";"https://en.wikipedia.org/wiki/The_Fayetteville_Observer";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"ysqle-trec-2011-34-2";"fee of advice";"ConQ";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"ysqle-yahoo-514-1";"female reproductive system";"ConQ";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"ysqle-trec-2010-13-1";"fence material";"ConQ";"2";"fence";"https://en.wikipedia.org/wiki/Fence_(magazine)";"1.0";"fence";"https://en.wikipedia.org/wiki/Fence,_Wisconsin";"1.0";"fence";"https://en.wikipedia.org/wiki/Fence_(community),_Wisconsin";"1.0";"fence";"https://en.wikipedia.org/wiki/Fence,_Lancashire";"1.0";"material";"https://en.wikipedia.org/wiki/Material_(band)";"1.0";"material";"https://en.wikipedia.org/wiki/Material_(Moebius_%26_Plank_album)";"1.0";"material";"https://en.wikipedia.org/wiki/Material_(Aco_album)";"1.0";"material";"https://en.wikipedia.org/wiki/Material_(Casiopea_album)";"1.0";"material";"https://en.wikipedia.org/wiki/Material_(film)";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"ysqle-yahoo-502-10";"fernando torres";"LQ";"2";"fernando torres";"https://en.wikipedia.org/wiki/Fernando_Torres";"2.0";"fernando torres";"https://en.wikipedia.org/wiki/Fernando_Torres_(actor)";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"erd14-TREC-27";"fickle creek farm";"LQ";"1";"fickle creek farm";"http://www.ficklecreekfarm.com/";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"ysqle-trec-2013-18-8";"financial data centers";"ConQ";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"ysqle-yahoo-340-5";"financial modeling";"ConQ";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"ysqle-trec-2013-49-1";"finished the task";"ConQ";"1";"finished";"https://en.wikipedia.org/wiki/Finished_(novel)";"1.0";"finished";"https://en.wikipedia.org/wiki/Finished_(film)";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"ysqle-yahoo-121-0";"firefox";"LQ";"1";"firefox";"https://en.wikipedia.org/wiki/Firefox";"2.0";"firefox";"https://en.wikipedia.org/wiki/Firefox_(novel)";"1.0";"firefox";"https://en.wikipedia.org/wiki/Firefox_(film)";"1.0";"firefox";"https://en.wikipedia.org/wiki/Firefox_(video_game)";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"ysqle-trec-2011-54-1";"first ever hybrid car";"ConQ";"3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"ysqle-trec-2013-22-3";"first face transplant";"ConQ";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"ysqle-trec-2013-22-9";"first face transplant surgery in the world";"ConQ";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"ysqle-trec-2013-22-11";"first full face transplant";"ConQ";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"ysqle-trec-2013-22-10";"first full face transplant oscar";"ConQ";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"ysqle-trec-2011-46-0";"first partial face transplant";"ConQ";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"ysqle-yahoo-308-1";"first source bank";"LQ";"1";"first source bank";"https://en.wikipedia.org/wiki/1st_Source";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"ysqle-trec-2011-63-0";"fisa";"LQ";"1";"fisa";"https://en.wikipedia.org/wiki/Foreign_Intelligence_Surveillance_Act";"2.0";"fisa";"https://en.wikipedia.org/wiki/International_Rowing_Federation";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"ysqle-trec-2011-62-2";"fisa judges serving term";"ConQ";"1";"fisa";"https://en.wikipedia.org/wiki/Foreign_Intelligence_Surveillance_Act";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"ysqle-trec-2011-62-1";"fisa wiretap applications";"ConQ";"1";"fisa";"https://en.wikipedia.org/wiki/Foreign_Intelligence_Surveillance_Act";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"ysqle-yahoo-383-0";"fiscal cliff";"ConQ, LQ";"1";"fiscal cliff";"https://en.wikipedia.org/wiki/United_States_fiscal_cliff";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"ysqle-trec-2013-51-0";"fitness regime";"ConQ";"1";"fitness";"https://en.wikipedia.org/wiki/Fitness_(magazine)";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"ysqle-trec-2013-50-1";"fitness wiki";"ConQ";"1";"fitness";"https://en.wikipedia.org/wiki/Fitness_(magazine)";"1.0";"wiki";"https://en.wikipedia.org/wiki/Wikipedia";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"esdbpediav2-SemSearch_ES-32";"fitzgerald auto mall chambersburg pa";"LQ";"1";"fitzgerald auto mall chambersburg pa";"http://www.fitzmall.com/Locations/Pennsylvania/Chambersburg";"2.0";"chambersburg pa";"https://en.wikipedia.org/wiki/Chambersburg,_Pennsylvania";"2.0";"pa";"https://en.wikipedia.org/wiki/Pennsylvania";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"ysqle-yahoo-235-7";"five crowns corona del mar";"LQ";"1";"five crowns corona del mar";"https://www.yelp.com/biz/five-crowns-corona-del-mar-2";"2.0";"corona del mar";"https://en.wikipedia.org/wiki/Corona_del_Mar,_Newport_Beach";"2.0";"five crowns";"https://en.wikipedia.org/wiki/Five_Crowns_(game)";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"ysqle-trec-2010-120-0";"flame designs";"ConQ";"2";"flame";"https://en.wikipedia.org/wiki/Flame_(1975_film)";"1.0";"flame";"https://en.wikipedia.org/wiki/Flame_(1996_film)";"1.0";"flame";"https://en.wikipedia.org/wiki/Flame_(Sunwoo_novel)";"1.0";"flame";"https://en.wikipedia.org/wiki/Flame_(comics)";"1.0";"flame";"https://en.wikipedia.org/wiki/Flame_(Spyro_character)";"1.0";"flame";"https://en.wikipedia.org/wiki/Flame_(Marvel_Comics)";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"ysqle-trec-2010-120-1";"flame designs car motorcycle";"ConQ";"2";"flame";"https://en.wikipedia.org/wiki/Flame_(1975_film)";"1.0";"flame";"https://en.wikipedia.org/wiki/Flame_(1996_film)";"1.0";"flame";"https://en.wikipedia.org/wiki/Flame_(Sunwoo_novel)";"1.0";"flame";"https://en.wikipedia.org/wiki/Flame_(comics)";"1.0";"flame";"https://en.wikipedia.org/wiki/Flame_(Spyro_character)";"1.0";"flame";"https://en.wikipedia.org/wiki/Flame_(Marvel_Comics)";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"ysqle-trec-2010-26-0";"flame pics";"ConQ";"2";"flame";"https://en.wikipedia.org/wiki/Flame_(1975_film)";"1.0";"flame";"https://en.wikipedia.org/wiki/Flame_(1996_film)";"1.0";"flame";"https://en.wikipedia.org/wiki/Flame_(Sunwoo_novel)";"1.0";"flame";"https://en.wikipedia.org/wiki/Flame_(comics)";"1.0";"flame";"https://en.wikipedia.org/wiki/Flame_(Spyro_character)";"1.0";"flame";"https://en.wikipedia.org/wiki/Flame_(Marvel_Comics)";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"ysqle-trec-2010-26-1";"flames decals";"ConQ";"2";"flames";"https://en.wikipedia.org/wiki/Flames_(1917_film)";"1.0";"flames";"https://en.wikipedia.org/wiki/Flames_(1926_film)";"1.0";"flames";"https://en.wikipedia.org/wiki/Flames_(TV_series)";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"ysqle-yahoo-501-2";"flat iron steak recipes";"ConQ";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"ysqle-yahoo-491-6";"flipping out";"ConQ, LQ";"1";"flipping out";"https://en.wikipedia.org/wiki/Flipping_Out";"2.0";"flipping out";"https://en.wikipedia.org/wiki/Flipping_Out_(film)";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"ysqle-yahoo-491-7";"flipping out season 7";"ConQ";"1";"flipping out";"https://en.wikipedia.org/wiki/Flipping_Out";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"ysqle-yahoo-139-6";"fluconazole";"LQ";"1";"fluconazole";"https://en.wikipedia.org/wiki/Fluconazole";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"ysqle-yahoo-139-7";"fluconazole diflucan";"LQ";"1";"fluconazole";"https://en.wikipedia.org/wiki/Fluconazole";"2.0";"diflucan";"https://en.wikipedia.org/wiki/Fluconazole";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"ysqle-trec-2013-79-1";"food ban";"ConQ";"2";"food";"https://en.wikipedia.org/wiki/Food_(film)";"1.0";"food";"https://en.wikipedia.org/wiki/Food_(band)";"1.0";"food";"https://en.wikipedia.org/wiki/Food_(Kelis_album)";"1.0";"food";"https://en.wikipedia.org/wiki/F.O.O.D._(album)";"1.0";"food";"https://en.wikipedia.org/wiki/FOOD_(New_York_restaurant)";"1.0";"ban";"https://en.wikipedia.org/wiki/Ban,_Burkina_Faso";"1.0";"ban";"https://en.wikipedia.org/wiki/Ban,_Murree";"1.0";"ban";"https://en.wikipedia.org/wiki/Ban,_Iran";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"ysqle-trec-2013-79-0";"food tax";"ConQ";"1";"food";"https://en.wikipedia.org/wiki/Food_(film)";"1.0";"food";"https://en.wikipedia.org/wiki/Food_(band)";"1.0";"food";"https://en.wikipedia.org/wiki/Food_(Kelis_album)";"1.0";"food";"https://en.wikipedia.org/wiki/F.O.O.D._(album)";"1.0";"food";"https://en.wikipedia.org/wiki/FOOD_(New_York_restaurant)";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"ysqle-trec-2010-17-1";"forearm pain";"ConQ";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"ysqle-trec-2010-100-0";"forearm pain exercises";"ConQ";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"ysqle-trec-2010-50-1";"forecasting tornadoes";"ConQ";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"ysqle-yahoo-14-0";"former mouseketeer dies";"ConQ";"3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"ysqle-trec-2011-52-0";"founder guinness brewery";"ConQ";"2";"guinness brewery";"https://en.wikipedia.org/wiki/Guinness_Brewery";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"ysqle-yahoo-279-2";"four killed on reservation";"ConQ";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"ysqle-yahoo-246-4";"four seasons costa rica";"ConQ";"2";"costa rica";"https://en.wikipedia.org/wiki/Costa_Rica";"2.0";"four seasons";"https://en.wikipedia.org/wiki/Four_Seasons_Hotels_and_Resorts";"2.0";"costa rica";"https://en.wikipedia.org/wiki/Costa_Rica,_Sinaloa";"1.0";"costa rica";"https://en.wikipedia.org/wiki/Costa_Rica,_Mato_Grosso_do_Sul";"1.0";"four seasons";"https://en.wikipedia.org/wiki/The_Four_Seasons_(Vivaldi)";"1.0";"four seasons";"https://en.wikipedia.org/wiki/The_Four_Seasons_(ballet)";"1.0";"four seasons";"https://en.wikipedia.org/wiki/The_Four_Seasons_(band)";"1.0";"four seasons";"https://en.wikipedia.org/wiki/Four_Seasons_(EP)";"2.0";"four seasons";"https://en.wikipedia.org/wiki/Four_Seasons_(Toshiko_Akiyoshi_Trio_album)";"2.0";"four seasons";"https://en.wikipedia.org/wiki/Four_Seasons_(Bobby_Hutcherson_album)";"2.0";"four seasons";"https://en.wikipedia.org/wiki/The_Four_Seasons_(1981_film)";"1.0";"four seasons";"https://en.wikipedia.org/wiki/The_Four_Seasons_(1979_film)";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"ysqle-yahoo-369-0";"fourth wedding anniversary gift";"ConQ";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"ysqle-trec-2012-24-1";"france 1998 final";"ConQ, LQ";"2";"france";"https://en.wikipedia.org/wiki/France";"2.0";"france 1998";"https://en.wikipedia.org/wiki/1998_FIFA_World_Cup";"2.0";"france 1998 final";"https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_Final";"2.0";"france";"https://en.wikipedia.org/wiki/France_national_football_team";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"esdbpediav2-INEX_LD-2009061";"france second world war normandy";"ConQ";"2";"france";"https://en.wikipedia.org/wiki/France";"2.0";"second world war";"https://en.wikipedia.org/wiki/World_War_II";"2.0";"normandy";"https://en.wikipedia.org/wiki/Normandy";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"ysqle-trec-2012-25-2";"france versus who world cup 1998";"ConQ";"3";"france";"https://en.wikipedia.org/wiki/France";"2.0";"france";"https://en.wikipedia.org/wiki/France_national_football_team";"2.0";"world cup 1998";"https://en.wikipedia.org/wiki/1998_FIFA_World_Cup";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
