ID;QUERY;CAT;DIFFICULTY
ysqle-yahoo-501-9;danielle bradbery bio;ConQ;1
ysqle-yahoo-139-1;dark chocolate cheesecake recipe;ConQ;1
ysqle-yahoo-395-1;darrell royal dies;ConQ;1
ysqle-trec-2013-17-4;data center compare microsoft jp morgan;ConQ;2
ysqle-trec-2013-18-7;data centers;ConQ;1
ysqle-yahoo-455-0;davenport lyons;LQ;1
ysqle-yahoo-502-14;david beckham;LQ;1
esdbpediav2-SemSearch_ES-109;david hewlett;LQ;1
ysqle-yahoo-226-2;david petraeus rehire;ConQ;1
esdbpediav2-SemSearch_ES-25;david suchet;LQ;1
ysqle-yahoo-84-1;deals and steals;ConQ;2
ysqle-yahoo-492-3;dean cain;LQ;1
ysqle-yahoo-248-3;death;LQ;2
ysqle-yahoo-248-4;death of a salesman;LQ;1
ysqle-yahoo-248-6;death of rizal;ConQ;2
ysqle-yahoo-248-7;death of robin;ConQ;2
ysqle-yahoo-248-5;death penalty for penn state;ConQ;1
ysqle-yahoo-226-0;deborah raffin dies;ConQ;1
ysqle-trec-2010-109-1;defender problems;ConQ;2
ysqle-yahoo-189-1;define slimy;ConQ;1
ysqle-trec-2013-26-1;define: boston pops;ConQ;1
ysqle-trec-2013-7-2;define: long-term care insurance;ConQ;1
ysqle-trec-2011-27-0;define: menorraghia;ConQ;1
ysqle-trec-2011-8-3;define:cosmetic laser treatment*;ConQ;1
ysqle-trec-2011-14-7;degree hotel management?;ConQ;1
ysqle-trec-2012-71-3;dehumidifiers technical specifications;ConQ;1
ysqle-trec-2012-71-4;dehumidifiers technical specifications uk;ConQ;2
ysqle-trec-2012-71-1;dehumidifiers things to condiser;ConQ;1
ysqle-trec-2012-71-2;dehumidifiers things to consider;ConQ;1
ysqle-yahoo-489-1;demo;ConQ;2
ysqle-yahoo-489-2;demo reel;ConQ;1
ysqle-yahoo-489-4;demo reel music;ConQ;1
ysqle-yahoo-349-1;denise richards;LQ;1
ysqle-trec-2012-66-0;depression;ConQ;1
ysqle-trec-2012-67-0;depression definition;ConQ;1
ysqle-trec-2012-67-1;depression definition merck manual;ConQ;1
ysqle-trec-2012-66-1;depression nhs;ConQ;1
ysqle-trec-2012-70-0;depression symptoms;CatQ;1
ysqle-trec-2012-68-0;depression symptoms treatment;ConQ;1
ysqle-trec-2012-68-1;depression symptoms treatment nhs;ConQ;1
ysqle-trec-2012-10-1;designer dogs;CatQ;1
ysqle-trec-2012-10-0;designer dogs moral;ConQ;1
ysqle-yahoo-383-1;detroit news;LQ;1
ysqle-yahoo-132-0;detroit skate club;LQ;1
ysqle-trec-2013-57-10;developmental milestones asia;CatQ;1
ysqle-trec-2013-57-5;developmental milestones asian infants;ConQ;1
ysqle-trec-2013-57-3;developmental milestones east asia;ConQ;1
ysqle-trec-2013-57-4;developmental milestones in east asia;ConQ;1
ysqle-trec-2013-57-0;developmental milestones infants;CatQ;1
ysqle-trec-2013-57-1;developmental milestones infants 0-12 months;CatQ;1
ysqle-trec-2013-73-2;developmental milestones infants cultural differences;ConQ;1
ysqle-trec-2013-57-2;developmental milestones infants east asia;ConQ;1
ysqle-yahoo-383-2;diabetes;ConQ;1
ysqle-trec-2010-68-0;diabetes education;ConQ;2
ysqle-trec-2010-62-0;diabetes education posters;ConQ;1
ysqle-trec-2010-68-1;diabetes educator;ConQ;2
ysqle-yahoo-483-1;dial-a-smoke crackdown;LQ;2
ysqle-yahoo-508-4;diamantopoulos;LQ;2
ysqle-yahoo-395-2;diane sawyer slurring;ConQ;1
ysqle-yahoo-454-0;dick clark;LQ;1
ysqle-yahoo-74-0;dick morris;LQ;1
ysqle-yahoo-273-2;dicks;LQ;1
ysqle-yahoo-502-5;didier drogba;LQ;1
ysqle-trec-2010-123-0;diet;ConQ;1
ysqle-trec-2013-50-0;diet exercise for fitness;ConQ;1
ysqle-yahoo-271-2;difference between mitosis and meiosis;ConQ;1
ysqle-trec-2010-66-1;difference vldl ldl hdl;ConQ;1
ysqle-trec-2010-106-0;different types of moths pics;ConQ;1
ysqle-yahoo-516-3;dinar trade;ConQ;1
ysqle-yahoo-164-2;dirty jobs canceled;ConQ;1
erd14-TREC-17;discovery channel store;LQ;1
ysqle-trec-2010-84-0;discovery channel stores;ConQ;2
esdbpediav2-SemSearch_ES-26;disney orlando;ConQ;2
ysqle-yahoo-510-18;disney store;LQ;1
ysqle-trec-2010-132-1;disneyland;ConQ;1
ysqle-trec-2010-94-0;disneyland hotel;CatQ;2
ysqle-trec-2010-94-1;disneyland hotel reviews;ConQ;2
ysqle-trec-2010-16-1;disneyland hotels;ConQ;2
ysqle-trec-2010-16-0;disneyland offers;ConQ;2
ysqle-trec-2010-132-0;disneyland special offers;ConQ;1
ysqle-trec-2013-87-1;distance new york boston;ConQ;1
ysqle-yahoo-20-1;ditka suffers stroke;ConQ;1
ysqle-trec-2010-115-0;diversity;ConQ;1
ysqle-trec-2010-58-1;diversity training;ConQ;1
ysqle-trec-2010-81-1;dj jobs;ConQ;1
ysqle-trec-2013-72-7;do infants age 0-12 months experience different developmental milestones depending on culture;QQ;1
ysqle-yahoo-254-3;dodog;LQ;1
ysqle-trec-2013-66-2;does gun control reduce gun violence;QQ;1
ysqle-yahoo-2-0;does rye bread have wheat in it;QQ;1
ysqle-trec-2010-18-0;dog adoption;ConQ;1
ysqle-yahoo-113-0;dog anal glands;ConQ;1
erd14-TREC-18;dog clean up bags;ConQ;1
ysqle-trec-2010-85-0;dog heat;ConQ;1
ysqle-trec-2010-85-1;dog heat breeding;ConQ;1
ysqle-trec-2010-133-1;dog heat illnesses;ConQ;1
ysqle-trec-2010-133-0;dog heat stroke symptoms;ConQ;1
erd14-TREC-19;dogs for adoption;ConQ;1
ysqle-yahoo-129-0;dollar euro exchange rate;ConQ;1
ysqle-yahoo-73-1;dolly parton shoots down nickname;ConQ;1
ysqle-yahoo-495-6;doma supreme court;ConQ;1
ysqle-yahoo-385-0;dominos pizzas;LQ;1
ysqle-yahoo-452-0;dora games;CatQ;2
ysqle-yahoo-402-0;downtown san antonio map;ConQ;1
ysqle-yahoo-517-4;dr. ben carson;LQ;1
ysqle-yahoo-127-1;drudge report;LQ;1
ysqle-trec-2013-107-0;dulles airport;LQ;2
ysqle-trec-2013-23-1;dulles airport location;ConQ;1
ysqle-trec-2013-24-1;dulles airport virginia;LQ;1
ysqle-trec-2013-24-2;dulles airport virginia transport to other cities;ConQ;2
ysqle-trec-2013-23-3;dulles metro stop;LQ;1
ysqle-trec-2011-24-0;dupont science essay contest;LQ;1
ysqle-trec-2011-24-1;dupont science essay contest history;ConQ;1
ysqle-yahoo-289-2;dust in the wind youtube;ConQ;2
erd14-TREC-20;dutchess county tourism;ConQ;1
ysqle-yahoo-139-2;dwayne wade and gabrielle union;ConQ;2
ysqle-yahoo-356-0;dwts elimination;ConQ;2
ysqle-yahoo-492-0;ea ncaa football 2014;LQ;1
esdbpediav2-SemSearch_ES-111;eagle rock, ca;LQ;1
erd14-TREC-21;earn money at home;ConQ;1
ysqle-trec-2010-113-1;earn money at home scam;ConQ;2
ysqle-trec-2011-18-0;earthquake data;ConQ;2
ysqle-yahoo-85-0;earthquake hits japan;ConQ;1
ysqle-trec-2011-18-1;earthquake incidence worldwide;ConQ;2
ysqle-trec-2011-18-2;earthquake mapping;ConQ;2
erd14-TREC-22;east ridge high school;LQ;2
ysqle-yahoo-361-0;ebay;LQ;1
ysqle-yahoo-334-0;ebay.com;LQ;1
ysqle-yahoo-506-0;ed begley jr;LQ;1
ysqle-yahoo-405-1;edens edge;LQ;1
ysqle-trec-2012-42-4;effective water turbines types;CatQ;2
esdbpediav2-INEX_LD-2009096;eiffel;LQ;2
esdbpediav2-INEX_LD-2010057;einstein relativity theory;LQ;1
ysqle-yahoo-509-4;el paso malls;CatQ;2
ysqle-yahoo-509-3;el paso outlet mall;LQ;2
esdbpediav2-SemSearch_ES-28;el salvador;LQ;2
esdbpediav2-INEX_LD-2010020;electricity source in france;ConQ;2
erd14-TREC-23;electronic skeet shoot;ConQ;2
ysqle-yahoo-139-3;elizabeth banks baby;RQ;2
ysqle-yahoo-192-0;elizabeth essex;LQ;1
ysqle-yahoo-523-5;ellen degeneres;LQ;1
ysqle-yahoo-425-5;ellen douglas dies;ConQ;1
ysqle-trec-2010-103-1;elliptical trainer benefits;ConQ;1
esdbpediav2-SemSearch_ES-29;ellis college;LQ;2
ysqle-yahoo-495-12;elmington park nashville;LQ;1
esdbpediav2-SemSearch_ES-30;eloan line of credit;ConQ;2
webis-er-003;elton john wayne rooney;ConQ;2
esdbpediav2-SemSearch_ES-31;emery;LQ;2
ysqle-yahoo-479-2;emily squires dies;ConQ;1
ysqle-trec-2011-13-0;employ warrant officer;ConQ;1
ysqle-trec-2011-13-1;employ warrant officer military services;ConQ;1
ysqle-trec-2013-55-0;employee evaluation;ConQ;1
ysqle-trec-2013-54-2;employee fraud best practice;ConQ;1
ysqle-yahoo-305-2;english premier league;LQ;1
ysqle-yahoo-517-3;epic;ConQ, LQ;1
ysqle-yahoo-517-2;epicurious;LQ;1
erd14-TREC-24;equal opportunity employer;ConQ;2
ysqle-trec-2010-42-0;er download watch online;ConQ;2
erd14-TREC-25;er tv show;LQ;1
ysqle-yahoo-149-0;espn;LQ;1
ysqle-trec-2010-34-0;espn nba finals highlights;ConQ;2
ysqle-yahoo-71-1;etihad;LQ;1
ysqle-trec-2013-128-0;eu economic indicators;CatQ;1
ysqle-trec-2013-58-1;european union economic crisis;LQ;1
ysqle-trec-2013-58-2;european union economic crisis greece;ConQ;2
ysqle-trec-2013-58-3;european union economic crisis portugal;ConQ;2
ysqle-trec-2013-58-4;european union economic crisis spain;ConQ;2
ysqle-trec-2013-133-0;eurozone crisis;ConQ;2
ysqle-trec-2013-119-0;eurozone crisis economic actions;ConQ;2
ysqle-trec-2013-59-0;eurozone crisis responses;ConQ;2
ysqle-trec-2013-60-0;eurozone portugal leader actions;ConQ;2
ysqle-trec-2013-60-1;eurozone spain leader actions;ConQ;2
ysqle-yahoo-395-4;eva longoria in tears;ConQ;1
ysqle-trec-2013-55-1;evaluate employees;ConQ;1
ysqle-trec-2013-118-0;evaluating employees;ConQ;1
ysqle-yahoo-352-1;evan rachel wood;LQ;1
ysqle-trec-2013-56-1;events ideas student association;CatQ;1
ysqle-trec-2013-56-0;events ideas students community;CatQ;1
ysqle-trec-2010-135-1;evergreen;LQ;2
ysqle-trec-2010-126-0;evergreen solar;LQ;1
ysqle-yahoo-271-3;exam;ConQ, LQ;1
ysqle-yahoo-523-19;example reference page;ConQ;1
ysqle-yahoo-523-20;example reference page for resume;ConQ;1
ysqle-trec-2013-50-6;exercises for fitness;CatQ;1
ysqle-trec-2013-125-0;existence god naturalism theory;ConQ;2
ysqle-yahoo-510-16;expedia;LQ;1
ysqle-yahoo-516-19;exxon gas station;ConQ;2
ysqle-trec-2013-49-0;face transplant;ConQ;1
ysqle-trec-2013-113-0;face transplants;ConQ;1
ysqle-trec-2013-22-0;face transplants wiki;ConQ;1
ysqle-yahoo-191-0;facebook;LQ;1
ysqle-yahoo-13-9;facebook log;ConQ;1
ysqle-yahoo-456-0;facebook log in;ConQ;1
ysqle-yahoo-68-1;facebook login;ConQ;1
ysqle-yahoo-150-0;facebook obama slur;ConQ;2
ysqle-yahoo-357-1;facebook sign up;ConQ;1
ysqle-yahoo-448-1;facebook yahoo.com;ConQ;1
ysqle-yahoo-331-0;facebook.com;LQ;1
ysqle-yahoo-477-0;faceboom;ConQ;1
ysqle-trec-2010-48-1;facial flushing;ConQ;1
ysqle-trec-2010-48-0;facial flushing and high blood pressure;ConQ;1
erd14-TREC-26;fact on uranus;ConQ;2
ysqle-yahoo-516-5;fandango movies times;ConQ;1
ysqle-yahoo-516-7;fandango.com;LQ;1
ysqle-yahoo-456-2;fargo forum;ConQ;1
ysqle-yahoo-426-5;fat head sports;CatQ;1
ysqle-yahoo-264-0;fay observer;LQ;1
ysqle-trec-2011-34-2;fee of advice;ConQ;1
ysqle-yahoo-514-1;female reproductive system;ConQ;1
ysqle-trec-2010-13-1;fence material;ConQ;1
ysqle-yahoo-502-10;fernando torres;LQ;1
ysqle-yahoo-502-9;fernando torres chelsea;ConQ;1
erd14-TREC-27;fickle creek farm;LQ;1
ysqle-trec-2013-18-8;financial data centers;ConQ;1
ysqle-yahoo-340-5;financial modeling;ConQ;1
ysqle-trec-2013-49-1;finished the task;ConQ;1
ysqle-yahoo-121-0;firefox;LQ;1
ysqle-trec-2011-54-1;first ever hybrid car;ConQ;2
ysqle-trec-2013-22-3;first face transplant;ConQ;1
ysqle-trec-2013-22-9;first face transplant surgery in the world;ConQ;1
ysqle-trec-2013-22-11;first full face transplant;ConQ;1
ysqle-trec-2013-22-10;first full face transplant oscar;ConQ;2
ysqle-trec-2011-46-0;first partial face transplant;ConQ;1
ysqle-yahoo-308-1;first source bank;LQ;1
ysqle-trec-2011-63-0;fisa;LQ;1
ysqle-trec-2011-62-2;fisa judges serving term;ConQ;2
ysqle-trec-2011-62-1;fisa wiretap applications;CatQ;2
ysqle-yahoo-383-0;fiscal cliff;LQ;1
ysqle-trec-2013-51-0;fitness regime;ConQ;1
ysqle-trec-2013-50-1;fitness wiki;ConQ;2
esdbpediav2-SemSearch_ES-32;fitzgerald auto mall chambersburg pa;LQ;1
ysqle-yahoo-235-7;five crowns corona del mar;LQ;1
ysqle-trec-2010-120-0;flame designs;ConQ;1
ysqle-trec-2010-120-1;flame designs car motorcycle;ConQ;1
ysqle-trec-2010-26-0;flame pics;ConQ;1
ysqle-trec-2010-26-1;flames decals;ConQ;1
ysqle-yahoo-501-2;flat iron steak recipes;ConQ;1
ysqle-yahoo-491-6;flipping out;LQ;1
ysqle-yahoo-491-7;flipping out season 7;LQ;1
ysqle-yahoo-260-0;florida election results;ConQ;2
ysqle-yahoo-139-6;fluconazole;LQ;1
ysqle-yahoo-139-7;fluconazole diflucan;LQ;1
ysqle-trec-2013-79-1;food ban;ConQ;1
ysqle-trec-2013-79-0;food tax;ConQ;1
ysqle-yahoo-32-0;ford fiesta 2002;LQ;1
ysqle-trec-2010-17-1;forearm pain;ConQ;1
ysqle-trec-2010-100-0;forearm pain exercises;ConQ;2
ysqle-trec-2010-50-1;forecasting tornadoes;ConQ;1
ysqle-yahoo-14-0;former mouseketeer dies;ConQ;2
ysqle-trec-2011-52-0;founder guinness brewery;ConQ;2
ysqle-yahoo-279-2;four killed on reservation;ConQ;2
ysqle-yahoo-246-4;four seasons costa rica;LQ;2
ysqle-yahoo-369-0;fourth wedding anniversary gift;ConQ;1
ysqle-trec-2012-24-1;france 1998 final;ConQ;2
esdbpediav2-INEX_LD-2009061;france second world war normandy;ConQ;2
ysqle-trec-2012-25-2;france versus who world cup 1998;ConQ;2
ysqle-trec-2012-25-3;france versus who world cup 1998 final score;ConQ;2
ysqle-trec-2012-24-2;france vs brazil 1998 stadium;ConQ;2
ysqle-trec-2012-26-0;france world cup 1998;LQ;1
ysqle-trec-2012-26-1;france world cup 1998 reactions;ConQ;1
ysqle-trec-2012-26-2;france world cup 1998 stock markets;ConQ;1
ysqle-trec-2012-28-2;france world cup 98;LQ;1
ysqle-trec-2012-28-1;france world cup 98 reaction;ConQ;1
ysqle-trec-2012-28-0;france world cup 98 reaction stock market;ConQ;1
ysqle-yahoo-78-7;free adobe pdf converter;ConQ;1
ysqle-yahoo-78-8;free adobe pdf converter downloads;ConQ;1
ysqle-yahoo-452-1;free dora games;CatQ;2
ysqle-yahoo-452-2;free dora games online;CatQ;2
ysqle-yahoo-18-2;free fishing lures;ConQ;1
ysqle-yahoo-18-3;free fishing lures samples;ConQ;1
erd14-TREC-28;french lick resort and casino;LQ;1
ysqle-trec-2010-15-1;french lick resort and casino discounts;ConQ;2
ysqle-yahoo-128-1;french test for beginners;ConQ;1
ysqle-yahoo-128-0;french test online;ConQ;1
ysqle-trec-2012-27-2;french world cup 1998;ConQ;1
ysqle-trec-2011-70-0;frequency hematology report;ConQ;1
ysqle-trec-2011-70-1;frequency hematology report body chemistry;ConQ;1
ysqle-yahoo-488-0;freshman player dies;ConQ;2
ysqle-trec-2010-40-0;fried rice recipes;ConQ;1
ysqle-yahoo-494-10;furniture;ConQ;1
erd14-TREC-29;furniture for small spaces;ConQ;1
ysqle-trec-2013-16-0;further education for high school teacher online funding;ConQ;2
ysqle-trec-2013-100-0;further education for high school teachers;ConQ;1
ysqle-yahoo-99-2;future honda pilot;ConQ;1
ysqle-yahoo-99-1;future honda pilot 2014;ConQ;1
ysqle-yahoo-490-4;gagie school kalamazoo;LQ;1
esdbpediav2-INEX_LD-2010019;gallo roman architecture in paris;ConQ;2
ysqle-yahoo-499-2;game of thrones;LQ;1
ysqle-yahoo-491-2;game of thrones season 3;LQ;1
ysqle-yahoo-148-1;gamil;LQ;1
ysqle-yahoo-479-0;gangnam style christmas lights;ConQ;1
ysqle-yahoo-151-0;gangnam video;ConQ;2
ysqle-trec-2010-122-1;garmin;LQ;2
ysqle-yahoo-351-0;gas prices drop;ConQ;1
ysqle-yahoo-507-19;gay marriage;ConQ;1
ysqle-yahoo-1-0;gemini compatibility;ConQ;1
ysqle-trec-2013-33-0;general schedule pay tables;ConQ;1
ysqle-trec-2013-33-1;general schedule pay tables 2013;ConQ;1
ysqle-trec-2013-33-3;general schedule pay tables federal goverment;ConQ;1
ysqle-trec-2013-33-2;general schedule pay tables federal wage system;ConQ;1
ysqle-yahoo-78-0;genting awana hotel;LQ;1
ysqle-yahoo-37-1;george lucas money;ConQ;1
ysqle-trec-2010-60-0;getting organized office;ConQ;1
ysqle-yahoo-400-2;getting pregnant while on mirena;ConQ;1
ysqle-yahoo-516-10;gi joe retaliation;LQ;1
ysqle-yahoo-323-0;giant eagle;LQ;1
ysqle-yahoo-468-7;gift ideas for college students;ConQ;1
ysqle-yahoo-398-0;girl chained to dresser dies;ConQ;2
ysqle-yahoo-184-3;girl fatally shot on school bus;ConQ;2
ysqle-yahoo-367-1;girl slept for 64 days;ConQ;2
ysqle-trec-2012-85-0;glass blowing;ConQ;1
ysqle-trec-2012-86-2;glass blowing science;ConQ;1
ysqle-trec-2012-87-0;glassblowing history;ConQ;1
esdbpediav2-SemSearch_ES-114;glenn frey;LQ;1
ysqle-trec-2011-76-2;glenohumeral;ConQ;1
ysqle-trec-2011-76-0;glenohumeral subluxation;ConQ;1
ysqle-yahoo-509-7;gloating;ConQ;1
ysqle-yahoo-201-3;glock g21 for sale;ConQ;1
ysqle-yahoo-510-0;glock green laser;ConQ;1
ysqle-yahoo-272-0;gmail;LQ;1
ysqle-yahoo-237-2;gmail login;ConQ;1
ysqle-yahoo-516-21;gmail sign in account;ConQ;1
erd14-TREC-30;gmat prep classes;ConQ;2
ysqle-yahoo-501-13;gnc health store;LQ;1
ysqle-trec-2013-124-0;god does not exist;ConQ;1
ysqle-trec-2013-67-0;god existence;ConQ;2
ysqle-trec-2013-63-7;good voip;ConQ;1
esdbpediav2-SemSearch_ES-115;goodwill of michigan;CatQ;2
ysqle-yahoo-508-3;goodwin games;LQ;1
ysqle-yahoo-233-0;google;LQ;1
ysqle-yahoo-379-4;google earth;LQ;1
ysqle-yahoo-104-5;google homepage;ConQ;1
ysqle-yahoo-511-0;google images;ConQ;1
ysqle-yahoo-89-0;google interpreter english to spanish;ConQ;1
ysqle-yahoo-78-15;google map;ConQ;1
ysqle-yahoo-240-0;google maps;LQ;1
ysqle-yahoo-444-0;google search;ConQ;1
ysqle-yahoo-415-0;google translate;LQ;1
ysqle-yahoo-89-1;google translation english to spanish;ConQ;1
ysqle-yahoo-394-1;google youtube;ConQ;1
ysqle-yahoo-237-4;google.com;LQ;1
ysqle-yahoo-104-4;gooo;ConQ;2
ysqle-trec-2013-77-5;government intervention tax junk food;ConQ;1
ysqle-yahoo-456-3;grand forks herald;LQ;1
ysqle-trec-2011-31-1;greenland high school;LQ;2
ysqle-trec-2011-32-0;greenland high school new hampshire;LQ;1
ysqle-trec-2011-31-0;greenland highschool new hampshire;LQ;1
ysqle-yahoo-491-4;gregg allman;LQ;1
ysqle-trec-2011-4-0;groin infections;ConQ;2
ysqle-trec-2010-97-1;grow kiwi tree;ConQ;1
erd14-TREC-31;gs pay rate;ConQ;2
ysqle-trec-2013-109-0;gs pay tables;ConQ;2
ysqle-yahoo-78-21;gsc;LQ;2
ysqle-yahoo-190-1;gucci;LQ;1
ysqle-trec-2013-106-0;guide dulles airport;ConQ;2
ysqle-trec-2011-52-3;guinness 2006;ConQ;2
ysqle-trec-2011-53-0;guinness brewery established;ConQ;2
ysqle-trec-2011-52-2;guinness brewmaster 2006;ConQ;2
ysqle-trec-2011-53-4;guinness sale of pints per day ireland;ConQ;1
ysqle-trec-2011-53-3;guinness sales per day ireland;ConQ;1
esdbpediav2-INEX_LD-20120222;guitar classical bach;ConQ;2
esdbpediav2-INEX_LD-20120221;guitar classical flamenco;ConQ;2
esdbpediav2-INEX_LD-20120232;guitar origin blues;ConQ;2
ysqle-trec-2013-65-0;gun control;ConQ;1
ysqle-trec-2013-40-2;gun control current affairs;ConQ;1
ysqle-trec-2013-65-1;gun control laws;ConQ;1
ysqle-trec-2013-41-1;gun control laws obama;ConQ;2
ysqle-trec-2013-40-0;gun control opinions;ConQ;1
ysqle-trec-2013-65-2;gun control outcomes;ConQ;1
ysqle-trec-2013-40-1;gun control us government;ConQ;2
ysqle-trec-2013-66-1;gun control violence;ConQ;1
ysqle-trec-2012-22-0;gun homicides australia;ConQ;2
ysqle-trec-2012-22-4;gun homicides australia after 1996;ConQ;1
ysqle-trec-2011-37-1;gun powder wiki;ConQ;2
ysqle-trec-2013-43-0;gun violence in usa;ConQ;2
ysqle-trec-2013-40-3;gun violence us;ConQ;2
ysqle-yahoo-340-3;guy fieri responds;ConQ;1
ysqle-yahoo-516-12;gymboree play and music;ConQ;1
ysqle-yahoo-521-0;half price books;LQ;1
ysqle-yahoo-196-0;hamas wiki;ConQ;1
ysqle-trec-2010-128-0;hangul;ConQ;1
ysqle-yahoo-507-18;happy b day cards e-card;ConQ;1
ysqle-yahoo-104-6;happy kitchen hamburger;LQ;2
ysqle-trec-2011-15-0;hardees;LQ;2
ysqle-trec-2011-15-2;hardees affiliates;ConQ;2
ysqle-trec-2011-16-1;hardees corporate offices;ConQ;2
ysqle-trec-2011-15-1;hardees locations;ConQ;2
esdbpediav2-SemSearch_ES-33;harry potter;LQ;1
ysqle-trec-2011-50-0;harry potter and the goblet of fire;LQ;2
ysqle-trec-2011-50-1;harry potter and the goblet of fire book;ConQ;1
ysqle-trec-2011-50-2;harry potter and the goblet of fire book translations;ConQ;2
ysqle-trec-2011-50-3;harry potter and the goblet of fire translations languages;CatQ;2
esdbpediav2-SemSearch_ES-34;harry potter movie;CatQ;2
ysqle-trec-2013-87-8;hartford boston travel;ConQ;1
ysqle-trec-2013-87-7;hartford connecticut tourism;ConQ;1
ysqle-trec-2013-87-5;hartford tourism;ConQ;1
ysqle-trec-2013-87-6;hartford visitors;ConQ;1
ysqle-yahoo-510-15;hautelook;LQ;1
ysqle-trec-2011-11-3;hawaii real estate average resale value house or condo news;ConQ;2
ysqle-trec-2011-11-0;hawaii real estate family resale or foreclosure;ConQ;2
ysqle-trec-2011-11-1;hawaii real estate family resale or foreclosure news;ConQ;2
ysqle-trec-2011-11-2;hawaii real estate family resale value house or condo news;ConQ;2
ysqle-yahoo-516-18;hawaiian electric;LQ;1
ysqle-yahoo-360-0;hayden panettiere;LQ;1
ysqle-yahoo-270-2;hdl level;ConQ;1
ysqle-yahoo-29-0;head lice;ConQ;1
ysqle-trec-2013-44-1;healthy meals;ConQ;1
ysqle-trec-2013-44-2;healthy nutrition for infants;ConQ;1
ysqle-trec-2013-44-0;healty recipes;ConQ;1
ysqle-trec-2013-5-0;heart attack;ConQ;1
ysqle-trec-2013-3-0;heart attack causes;ConQ;1
ysqle-trec-2013-3-1;heart attack causes nhs;ConQ;1
ysqle-trec-2013-3-2;heart attack causes site:nhs.uk;ConQ;1
ysqle-trec-2013-4-0;heart attack details;ConQ;1
ysqle-trec-2013-4-2;heart attack statistics;ConQ;1
ysqle-trec-2013-5-1;heart attack treatment;ConQ;1
ysqle-trec-2013-5-2;heart disease;CatQ;2
ysqle-trec-2010-137-0;heart rate;ConQ;1
ysqle-trec-2010-19-1;heart rate blood pressure cholesterol;ConQ;1
ysqle-yahoo-519-2;heat vs pacers 2013 game 6;ConQ;2
ysqle-trec-2011-27-1;heavy periods operation;ConQ;1
ysqle-yahoo-226-4;hector camacho;LQ;1
ysqle-yahoo-317-0;heidi klum;LQ;1
ysqle-trec-2012-2-4;help retirement plan;ConQ;1
ysqle-yahoo-341-3;hernando county property appraiser;ConQ;1
ysqle-yahoo-516-23;hgea union;ConQ;2
ysqle-trec-2013-77-3;high calorie food tax evidence based;ConQ;1
ysqle-trec-2013-77-4;high calorie snack tax evidence based;ConQ;1
ysqle-trec-2010-69-1;high heart rate;ConQ;1
ysqle-trec-2010-69-0;high heart rate blood pressure cholesterol;ConQ;2
ysqle-trec-2013-101-0;higher degrees for high school teacher;ConQ;1
ysqle-yahoo-466-0;highland bakery buckhead;LQ;1
ysqle-trec-2010-83-0;history crossword;ConQ;1
ysqle-trec-2010-32-0;history crossword puzzles;ConQ;2
ysqle-trec-2011-73-0;history of crossword puzzle;ConQ;2
ysqle-trec-2011-23-0;history of dsec;ConQ;1
ysqle-trec-2011-23-1;history of dupont science essay contest;ConQ;1
ysqle-trec-2013-103-0;history of face transplants;ConQ;1
ysqle-trec-2011-62-0;history of fisa;ConQ;2
ysqle-trec-2011-37-4;history of gunpowder use;ConQ;2
ysqle-trec-2010-11-0;history of music;ConQ;1
ysqle-trec-2010-83-1;history word searches;ConQ;1
ysqle-trec-2010-2-0;hoboken;LQ;2
ysqle-trec-2010-104-0;hoboken estates;LQ;2
ysqle-trec-2010-104-1;hoboken map;ConQ;2
ysqle-trec-2010-2-1;hoboken nightlife;ConQ;1
ysqle-yahoo-507-7;holding breath underwater;ConQ;1
ysqle-yahoo-349-0;holly petraeus;LQ;1
ysqle-yahoo-74-3;home depot;LQ;1
ysqle-yahoo-437-0;home depot center;LQ;2
ysqle-yahoo-468-1;homedepot;LQ;1
ysqle-yahoo-74-4;homemade halloween costumes;ConQ;1
ysqle-yahoo-74-5;homemade pizza recipes;ConQ;1
ysqle-yahoo-74-7;homemade pork sausage;ConQ;1
ysqle-yahoo-74-6;homemade potato chips;ConQ;1
ysqle-yahoo-512-1;homes for sale lancaster ca;ConQ;2
ysqle-yahoo-138-3;honda 2013 accord sedan;LQ;2
ysqle-yahoo-99-0;honda pilot 2014;LQ;1
ysqle-yahoo-336-3;honey boo boo made of trash;ConQ;1
ysqle-yahoo-501-3;hornet;ConQ, LQ;1
ysqle-trec-2010-144-1;horse hooves;ConQ;1
ysqle-trec-2010-131-1;horse hooves anatomy;ConQ;1
ysqle-trec-2010-144-0;horse hooves care and treatment;ConQ;2
ysqle-trec-2011-74-1;hospital anxiety and depression scale scales anxiety is;ConQ;2
ysqle-trec-2011-74-0;hospital anxiety and depression scale scales references;ConQ;2
ysqle-trec-2010-64-1;hosting pampered chef;ConQ;1
ysqle-yahoo-470-1;hot;ConQ, LQ;2
ysqle-yahoo-461-8;hot tub dolly rental;ConQ;1
ysqle-yahoo-525-0;hot tug;LQ;1
ysqle-yahoo-470-0;hotmail;LQ;1
ysqle-yahoo-435-1;hotmail log in email;ConQ;1
esdbpediav2-INEX_LD-2010100;house concrete wood;ConQ;2
ysqle-yahoo-307-4;house plans;ConQ;1
ysqle-trec-2011-39-0;houston community college about;ConQ;2
ysqle-trec-2011-40-1;houston community college associated high schools?;CatQ;2
ysqle-trec-2011-40-2;houston community college curriculum;ConQ;2
